column,max_abs_diff,max_abs_diff_after_rounding_new_to_int,unit_at_max
avail_MWh,1529.0350000000035,1529.0,GU_405130
dd_MWh,240.382999999998,240.0,GU_403760
dd_ratio,0.004341160843224501,0.004341160843224501,GU_401720
constraint_only_ratio,0.0038162049976262075,0.0038162049976262075,GU_403750
locl_any_ratio,0.00459104754901507,0.00459104754901507,GU_403750
curl_only_ratio,0.0011420990383410878,0.0011420990383410878,GU_407660
h_locl,16.0,16.0,GU_403750
h_curl,5.5,5.5,GU_404630
halfhours,48.0,48.0,GU_404630
