group,level,N,min,max,max_over_min,jain,gini,min_member,max_member,members
CG1,unit,5,0.04314813606959792,0.098054021469016,2.272497271049088,0.9273027224090725,0.15681717570461579,GU_404560,GU_404630,GU_400550;GU_404560;GU_404630;GU_405870;GU_405930
CG1,station,3,0.07488550547387628,0.08148604497184352,1.0881417499447852,0.9984703048202143,0.018995432755254057,TRILLICK,BINBANE,BINBANE;LENALEA;TRILLICK
CG3,unit,15,0.04314813606959792,0.098054021469016,2.272497271049088,0.9503727666929453,0.13006873998985163,GU_404560,GU_404630,GU_400021;GU_400070;GU_400550;GU_400940;GU_400950;GU_401280;GU_402160;GU_402200;GU_403750;GU_403880;GU_403990;GU_404560;GU_404630;GU_405870;GU_405930
CG3,station,9,0.054518243564413864,0.08949581814306297,1.6415755954669145,0.9804386910066167,0.07976006185076424,GARVAGH,TAWNAGHMORE,BINBANE;CORDERRY;CUNGHILL;GARVAGH;GLENREE;LENALEA;MEENTYCAT;TAWNAGHMORE;TRILLICK
Booltiagh,unit,4,0.028661035728872963,0.07024257128857742,2.450803660867547,0.9167094538201652,0.1652463646856069,GU_403800,GU_401720,GU_401720;GU_401730;GU_403800;GU_404480
Booltiagh,station,1,0.041706796206904644,0.041706796206904644,1.0,1.0,0.0,BOOLTIAGH,BOOLTIAGH,BOOLTIAGH
all_filtered,unit,24,0.01597544197649724,0.098054021469016,6.137797102156621,0.9176590860674061,0.1669843581601114,GU_403840,GU_404630,GU_400021;GU_400070;GU_400550;GU_400940;GU_400950;GU_401280;GU_401720;GU_401730;GU_402160;GU_402200;GU_403400;GU_403750;GU_403760;GU_403800;GU_403840;GU_403880;GU_403990;GU_404480;GU_404560;GU_404630;GU_405130;GU_405870;GU_405930;GU_406560
all_filtered,station,14,0.01597544197649724,0.08949581814306297,5.60208714567819,0.9270531954695306,0.1477134859419181,TIEVEBRACK,TAWNAGHMORE,BELLACORICK;BINBANE;BOOLTIAGH;CORDERRY;CUNGHILL;DALTON_A1;GARVAGH;GLENREE;LENALEA;MEENTYCAT;SRAHNAKILLY;TAWNAGHMORE;TIEVEBRACK;TRILLICK
