generator,bus,psse_name,p_nom,accepted,P_2521-4981-1,P_T2522-2521-25221-1-w1,P_T2522-2521-25222-2-w1
27474-1,2742,GREAT ISLAND,464.5,True,0.009644640657942927,-0.007114539690267943,-0.006841931482752063
