hour,success,status,nit,cut_MW,max_residual
2030-01-01 20:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,103.66628997858868,0.0
2030-01-01 22:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,98.01366538049322,3.552713678800501e-15
2030-01-02 00:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,14.574434978755225,0.0
2030-01-02 02:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),2,233.2622768622067,7.105427357601002e-15
2030-01-02 04:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),4,317.9941405492276,1.4210854715202004e-14
2030-01-02 06:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,277.45303194601786,0.0
2030-01-02 08:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),2,193.4086989256283,7.105427357601002e-15
2030-01-02 10:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),4,289.22538507372235,7.105427357601002e-15
2030-01-02 12:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),3,383.794711368783,0.0
2030-01-02 14:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,374.9755288238436,0.0
2030-01-02 16:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,60.50182314804395,0.0
2030-01-02 20:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,130.49842194029506,0.0
2030-01-02 22:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,71.51656384014578,0.0
2030-01-03 00:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),2,177.2921070903195,7.105427357601002e-15
2030-01-03 02:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,105.25704896585776,3.552713678800501e-15
2030-01-03 04:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,28.75466476046476,0.0
2030-01-03 06:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,48.93001143531893,0.0
2030-01-03 20:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),2,172.84572444272908,0.0
2030-01-03 22:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,116.9371095936811,0.0
2030-01-04 00:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,108.41061009155935,0.0
2030-01-04 02:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,151.82009540432617,0.0
2030-01-04 04:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),2,321.2229065332424,0.0
2030-01-04 06:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),2,300.1514666396342,0.0
2030-01-04 08:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,302.4366991482867,0.0
2030-01-04 10:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,99.50055982882546,0.0
2030-01-04 12:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,146.49095168774667,0.0
2030-01-04 14:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,147.46171667589928,0.0
2030-01-04 16:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,147.09806840364953,0.0
2030-01-04 18:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,125.46247789620584,0.0
2030-01-04 20:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,202.66710778491117,0.0
2030-01-04 22:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),2,296.00724556076284,0.0
2030-01-05 00:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,329.31683818239367,1.4210854715202004e-14
2030-01-05 02:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,322.7649552010916,1.4210854715202004e-14
2030-01-05 04:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,363.61438990092125,0.0
2030-01-05 06:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,316.51306095407375,1.4210854715202004e-14
2030-01-05 08:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,343.94827850338265,1.4210854715202004e-14
2030-01-05 10:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,126.70939976942229,0.0
2030-01-05 12:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,125.15246530496601,0.0
2030-01-05 14:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,408.6602784694429,1.4210854715202004e-14
2030-01-05 16:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,377.27534052857516,0.0
2030-01-05 20:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,210.71881245384378,0.0
2030-01-06 06:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,75.15958399203755,0.0
2030-01-06 08:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,111.95536909513928,0.0
2030-01-06 14:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,7.340667707135659,0.0
2030-01-06 20:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,19.18578602601371,0.0
2030-01-08 08:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,15.669262977783331,0.0
2030-01-08 10:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,36.087194888960674,0.0
2030-01-08 12:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,31.198230130794904,8.881784197001252e-16
2030-01-08 20:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,2.9714254301972467,0.0
2030-01-10 04:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,13.629573089901161,4.440892098500626e-16
2030-01-10 16:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,92.9903476970179,0.0
2030-01-10 18:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,162.1222056178466,0.0
2030-01-10 20:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,214.80017935711294,0.0
