bus,psse_name,station,in_CG3,in_NW,ws_p_nom,SF_FLG_SLIGO_N1,SF_T25221_N1,SF_T25222_N1,SF_FLG_SLIGO_N0,ratio_to_next,step_change
2661,AGHALEAGUE,,False,False,40.0,0.183122396741128,0.17903930857459244,0.1721790495683536,0.09983200861978943,1.2296770587777377,False
4371,GLENREE,Glenree,True,True,77.3,0.14891909663106687,0.15781701323094885,0.15176993007935038,0.09233153033916744,1.0903206171648765,False
2601,FIRLOUGH,,False,False,75.6,0.13658284938085102,0.1567596666655398,0.15075309792027933,0.08270292791917956,1.4165097744214097,False
1061,ARIGNA,,False,False,15.6,0.09642210159590316,0.18801300130701676,0.18080889682417853,0.03561648615884498,1.0709183117400332,False
4041,MOY,Moy,True,True,6.0,0.09003684084852005,0.15277018256579963,0.14691647910159616,0.04637315912443299,1.0000000000000062,False
5241,TAWNAGHMORE,Tawnaghmore,True,True,19.2,0.09003684084851948,0.15277018256579938,0.14691647910159591,0.04637315912443257,1.3638024736670038,False
14010,BELLACORICK,,False,False,33.9,0.06601897458539406,0.11521424796640173,0.11079957730803536,0.033588370638945514,1.0000000000000016,False
1401,BELLACORICK,,False,False,46.88999999999999,0.06601897458539396,0.11521424796640178,0.1107995773080354,0.03358837063894543,1.000000000000002,False
14016,CROAGHAUN,,False,False,50.0,0.06601897458539384,0.11521424796640173,0.11079957730803539,0.03358837063894536,1.0000000000000004,False
14013,SRAHNAKILLY,,False,False,172.0,0.06601897458539381,0.1152142479664015,0.11079957730803518,0.03358837063894538,1.1761472794849057,False
2821,GORTAWEE,,False,False,8.0,0.05613155404679153,0.08285368306859692,0.07967897395026628,0.02546646744573439,1.445493982951664,True
5341,TONROE,,False,False,12.040000000000001,0.0388320911112838,0.17367085860137027,0.16701630278719343,0.0021600369591657656,1.147448545944159,False
79010,ENNISKIL,,False,False,16.9,0.03384211976087473,0.034284575139762886,0.03297089119376167,0.01812466735220669,1.0000000000000764,False
70010,AGHYOULE,,False,False,82.5,0.03384211976087215,0.034284575139761256,0.032970891193760024,0.018124667352205158,1.035573899230076,False
1661,CASTLEBAR,,False,False,50.44,0.03267957968623286,0.0630825506417095,0.060665413088947046,0.01584170208185837,1.4361371648959735,False
2281,DALTON_A1,,False,False,44.8,0.022755193922301985,0.041988210067207946,0.040379345519178295,0.011503359708457495,1.0004837562627251,False
22811,DALTON_A2,,False,False,2.55,0.022744191277330957,0.04196482388031823,0.04035685542209427,0.011498550016247586,1.0068304647999755,False
77210,DRUMQUIN,,False,False,67.9,0.022589891816443487,0.01999151578537718,0.019225499778575017,0.012575609885839532,1.0000000000000002,False
77212,WIND_PT,,False,False,51.6,0.022589891816443483,0.01999151578537703,0.01922549977857485,0.012575609885839563,,False
87510,OMAH1-,,False,False,95.7,0.018391994392481202,0.014659167619251758,0.014097471489588734,0.0105054088413424,,False
85510,MAKL1-CL,,False,False,70.6,0.018391994392478208,0.014659167619249633,0.014097471489586734,0.010505408841340635,,False
80710,GORT,,False,False,67.5,0.015563978125500567,0.011063267125642158,0.010639355312413477,0.009111347495860202,,False
90210,TREM,,False,False,90.0,0.01383026622098945,0.008858804737642249,0.008519361430640426,0.0082567198975326,,False
89510,STRABANE,,False,False,28.1,0.012556105893476992,0.007260352742709945,0.006982157408466628,0.007625165311888679,,False
4961,SHANKILL,,False,False,39.016999999999996,0.01160135080846333,0.06727356554473715,0.0646958406440751,-0.003884231925397951,,False
81810,KILL1-CL,,False,False,73.7,0.011225298935346534,0.0055731384785403446,0.005359592225794112,0.006968359046525514,,False
89210,SKRK1-,,False,False,27.6,0.011225298935345926,0.0055731384785399785,0.005359592225793746,0.00696835904652514,,False
3491,LISLEA,,False,False,48.9,0.009776754323210636,0.05351986583769887,0.051469142203046596,-0.0027278845937221442,,False
4781,RATRUSSAN,,False,False,78.62,0.009598016942012053,0.052571675529677134,0.05055728375506172,-0.0026844486309705855,,False
84412,LSMR1B,,False,False,15.0,0.009480471195197512,0.0033610233150944465,0.0032322388003915847,0.006107217026860218,,False
77511,DUNG1-,,False,False,17.5,0.009226763906971453,0.003005324884433891,0.002890169686007296,0.005987438527146041,,False
83510,LIMA1-,,False,False,37.7,0.00879843576680513,0.002479440363469594,0.0023844355110754327,0.005773302221063101,,False
75010,COLE1-,,False,False,103.0,0.008355119144634195,0.0019064197255244959,0.0018333713363423102,0.005556260733720426,,False
3561,LISDRUM,,False,False,33.1,0.0074674053064005385,0.03611213039991194,0.0347284199187737,-0.001264322871945285,,False
87900,RASHARK1,,False,False,111.319,0.007399309627129973,0.0006709628261397371,0.0006452535067311468,0.0050883100435798224,,False
73500,BROCK1,,False,False,47.5,0.007399309627126327,0.0006709628261371853,0.0006452535067286401,0.0050883100435777755,,False
81510,KELS1-,,False,False,23.1,0.006299230226410649,-0.0007486160249079287,-0.0007199312636226377,0.004549350379346824,,False
70311,ANTR1A,,False,False,61.372,0.006299230226410153,-0.0007486160249086764,-0.0007199312636233298,0.004549350379346618,,False
71011,BAME1A,,False,False,56.15,0.006299230226409924,-0.0007486160249087145,-0.0007199312636234061,0.004549350379346429,,False
90511,WARN1A,,False,False,9.0,0.006195351037973662,-0.0010034470571119725,-0.0009649979211893336,0.004517742956118724,,False
83011,LARN1A,,False,False,15.0,0.006071609695445785,-0.00104608949070489,-0.0010060064223153843,0.004438430604354563,,False
74011,CARN1A,,False,False,13.8,0.005886099254931663,-0.0012885299834277941,-0.00123915730938178,0.0043480311301359485,,False
84011,LISB1A,,False,False,58.849999999999994,0.005743323591892018,-0.0015513734337496005,-0.0014919293728017907,0.004290631987519673,,False
86312,NARD1B,,False,False,4.99,0.005585636694613158,-0.0017463653363264421,-0.0016794497599530531,0.00421202072542347,,False
1821,CLOON,,False,False,88.23,0.004624674960335933,0.030804756602063506,0.029624409053825365,-0.0010552368192740334,,False
3521,LOUTHA,,False,False,50.0,0.0038223502674066615,0.010185721977085442,0.009795435109443912,0.0007745596284239155,,False
2101,DUNDALK,,False,False,20.590000000000003,0.0035281540261280775,0.007119130447267867,0.006846346335464591,0.0011095618109142552,,False
3821,MEATH HILL,,False,False,68.698,0.003125254829644271,0.006145085642309084,0.005909624058719839,0.0010055855402423047,,False
4221,NAVAN,,False,False,16.448999999999998,0.0030592100476128075,0.010138421585583413,0.00974994712963745,0.00026428095760219934,,False
2691,GARBALLAGH,,False,False,143.0,0.0024415469761150613,0.008156477890354941,0.007843945679680556,0.00018637334164188415,,False
2181,DRYBRIDGE,,False,False,21.93,0.0023646407533738957,0.00804904716647262,0.007740631384737339,0.00015165477418349182,,False
1491,DEENES,,False,False,85.0,0.0018748265051138115,0.007339349065229412,0.00705812682456348,-6.054449689992837e-05,,False
66123,ORIEL OFFSHO,,False,False,370.0,0.0016640385069509548,-0.006922081082863182,-0.006656847322362545,0.002299221453852465,,False
1271,BALTRASNA,,False,False,17.14,0.0013233904643204144,0.006540366364140786,0.006289758787453397,-0.0002994398053187044,,False
16410,BALLYMONEEN,,False,False,100.0,0.001024970104321548,-0.004199509040008785,-0.004038596221796345,0.002004217593710142,,False
2111,UGGOOL,,False,False,174.0,0.0010249701043128188,-0.0041995090400169625,-0.0040385962218041725,0.002004217593704908,,False
4951,SALTHILL,,False,False,46.1,0.0010249701043105498,-0.004199509040016161,-0.004038596221803392,0.002004217593703149,,False
20900,BUFFY,,False,False,109.2,0.0010249701042503861,-0.004199509040052722,-0.004038596221838364,0.0020042175936653287,,False
2331,FERRY VIEW,,False,False,47.3,0.0010249701042494494,-0.004199509040053256,-0.004038596221838881,0.002004217593664744,,False
2171,KNOCKALOUGH,,False,False,33.6,0.0010249701042470971,-0.0041995090400564206,-0.004038596221842007,0.0020042175936635645,,False
1831,SCREEB,,False,False,7.99,0.0010249701042059738,-0.004199509040066378,-0.004038596221851454,0.0020042175936338287,,False
2791,GALLANSTOWN,,False,False,169.5,0.0009890650008968528,0.006055438135543573,0.005823411580387723,-0.00044409553798469524,,False
14720,NISA BELCAMP,,False,False,500.0,0.0006921676742470545,-0.0003928453954064916,-0.00037779271684452824,0.0005228940815885375,,False
2701,GLASMORE,,False,False,44.49,0.0006917564677728499,-0.00035403022043513886,-0.000340464825061405,0.0005152934835147673,,False
2571,FIN_RURAL,,False,False,8.42,0.0006917564677720207,-0.000354030220439238,-0.00034046482506535497,0.0005152934835150075,,False
25610,NEWBARN,,False,False,93.27,0.0006917560366361854,-0.00035402890173614684,-0.00034046355689115217,0.000515292946308349,,False
44731,CODLING 1,,False,False,483.0,0.0006841912857887059,-0.00035474719118658467,-0.00034115432360525,0.0005103699879331555,,False
44732,CODLING 2,,False,False,483.0,0.000489415653114984,1.649217187298796e-05,1.586024041897241e-05,0.00031005996756597234,,False
44733,CODLING 3,,False,False,483.0,0.0004894156531146977,1.649217187301745e-05,1.5860240418925572e-05,0.00031005996756571907,,False
17420,DUBLIN ARRAY,,False,False,824.0,0.0004583717901881397,-9.275328861169108e-05,-8.91992557647478e-05,0.0003106640358322152,,False
1301,BALLYBEG,,False,False,17.9,0.00034184187696272364,-5.8012052545835385e-05,-5.5789201546653164e-05,0.00022960233999227454,,False
11261,W_ARKLOW_OFF,,False,False,800.0,0.00028099295524850604,-4.4729739254841666e-05,-4.3015827382508406e-05,0.00018818074982475484,,False
1121,ARKLOW,,False,False,160.39000000000001,0.00027980110269693395,-3.9515744436908334e-05,-3.800161748994911e-05,0.00018644492029197633,,False
1541,BANOGE,,False,False,8.0,0.00019818276829105044,3.234444011929183e-08,3.110509656269189e-08,0.0001268292698186728,,False
5291,TULLABEG,,False,False,155.0,0.00016827807491502644,1.4522636109045098e-05,1.3966171464842997e-05,0.00010498628857303835,,False
1991,CASTLEDOCKRE,,False,False,41.400000000000006,0.00013649917608769824,1.9391539638067418e-05,1.864851295028426e-05,8.373940863907591e-05,,False
3641,LODGEWOOD,,False,False,20.0,0.00013649917608324867,1.939153963346693e-05,1.864851294586939e-05,8.373940863665337e-05,,False
36411,CRORY,,False,False,60.162,0.00013649917608324173,1.9391539633484278e-05,1.8648512945864185e-05,8.373940863665077e-05,,False
1231,BALLYWATER,,False,False,42.0,0.00013093851302935916,3.261548649138857e-05,3.1365757106716075e-05,7.771273188431418e-05,,False
1841,CRANE,,False,False,12.49,0.00013093851302135515,3.2615486480997574e-05,3.136575709673968e-05,7.771273188039891e-05,,False
5501,WEXFORD,,False,False,51.83,5.300500740890515e-05,0.00010188177733960746,9.797796768950921e-05,1.4909226247598363e-05,,False
2211,DENNISTOWN,,False,False,101.1,5.300500740290995e-05,0.00010188177733347174,9.797796768360768e-05,1.4909226243828809e-05,,False
2641,GRAHOMICK,,False,False,54.8,5.3005007399353765e-05,0.00010188177732997974,9.7977967680251e-05,1.49092262414054e-05,,False
5451,ROSSPILE,,False,False,95.0,1.6445165332921313e-06,0.00014753031676100273,0.0001418773895222169,-2.6480146052190907e-05,,False
2742,GREAT ISLAND,,False,False,450.0,-0.0,0.0,0.0,-0.0,,False
33410,BENDINSTOWN,,False,False,81.0,-2.0973378161807943e-07,0.0008034657644158064,0.0007726793226538933,-0.00015354614862818795,,False
1901,CARLOW,,False,False,69.03999999999999,-1.7713781445301627e-05,0.0008966077917985406,0.0008622524218649518,-0.00018246596137410417,,False
2741,GREAT ISLAND,,False,False,16.990000000000002,-6.505059942906767e-05,0.00020680807245230214,0.00019888379619751977,-8.022708145121165e-05,,False
3261,KILKENNY,,False,False,58.0,-0.00011608951145666326,0.0011542982034644603,0.001110068895893707,-0.0002940702954674426,,False
5441,WATERFORD,,False,False,28.52,-0.00012132286838748875,0.00024686857931168274,0.0002374093024184159,-0.00012321362819201973,,False
1481,BUTLERSTOWN,,False,False,38.35,-0.0001351106961834242,0.0002566842021812614,0.00024684881952814937,-0.00013374618916714952,,False
1221,ATHY,,False,False,4.99,-0.00017666286704565853,0.0017424030253467612,0.0016756392730608288,-0.0004450782371025483,,False
39420,W_SKERD ROCK,,False,False,450.0,-0.0001770746909626128,-0.0047483904562980045,-0.004566446118753802,0.0007524452256051431,,False
2131,DROMADA,,False,False,28.5,-0.00019494802013115924,-0.0044977921104603115,-0.004325449963477878,0.0006954358745394256,,False
1131,ATHEA,,False,False,34.35,-0.0001949480201311679,-0.004497792110461425,-0.004325449963478953,0.0006954358745395808,,False
11310,TOBERTOREEN,,False,False,23.15,-0.0001949480201312269,-0.004497792110461429,-0.00432544996347895,0.0006954358745395496,,False
52610,TRIEN,,False,False,46.3,-0.0001949480201361587,-0.004497792110469988,-0.004325449963487186,0.0006954358745370212,,False
1511,CLOGHBOOLA,,False,False,100.549,-0.00019494802013715617,-0.004497792110470002,-0.004325449963487197,0.0006954358745362172,,False
1431,BALLYRAGGET,,False,False,84.99000000000001,-0.00020742333176608507,0.001758924850630103,0.0016915280306585637,-0.00046770098125559125,,False
4791,RATHNASKILLO,,False,False,95.0,-0.00021487990920623576,4.084610616846007e-05,3.928100367832192e-05,-0.0001441524558068166,,False
2721,GRIFFINRATH,,False,False,59.8,-0.0002456712613968289,0.00431259320028456,0.004147347330100871,-0.0009872390718956743,,False
1311,CORDAL,,False,False,147.6,-0.0002474208904724388,-0.0031964783674052685,-0.0030739987304871704,0.00042639023452457816,,False
3391,KNOCKACUMMER,,False,False,105.0,-0.00024742089047670966,-0.003196478367407659,-0.0030739987304895054,0.0004263902345219388,,False
28810,GLENLARA,,False,False,45.75,-0.0002474208904768155,-0.0031964783674080788,-0.0030739987304898974,0.00042639023452193184,,False
2141,DUNGARVAN,,False,False,51.93,-0.0002475469284413494,-0.00015592758147122895,-0.00014995289577977682,-0.00012832571025875143,,False
3481,COOLNANOONAG,,False,False,37.0,-0.0002565859338063605,-0.003639260799495808,-0.003499815043842636,0.0005072151316824263,,False
3461,KILPADDOGE,,False,False,18.0,-0.00025658593380637265,-0.0036392607994957804,-0.0034998150438426082,0.0005072151316824133,,False
2151,DROMBEG,,False,False,75.2,-0.0002589000418773066,-0.003557810007105998,-0.0034214852059321014,0.0004907283818222285,,False
5261,TRIEN,,False,False,30.5,-0.0002600707639342885,-0.0035166035308959696,-0.003381857640531,0.00048238762974374925,,False
1651,CLAHANE,,False,False,85.6,-0.00026178193629693147,-0.003456374561012658,-0.0033239364673900585,0.00047019646583556455,,False
3941,MONEYPOINT,,False,False,17.25,-0.0002618108798065136,-0.00329734650339859,-0.00317100189658155,0.00047014967262483647,,False
2651,GARRINTAGGAR,,False,False,49.5,-0.00026324554081677554,0.0021284658923295223,0.0020469093479953664,-0.0005738221136845929,,False
3251,REAMORE,,False,False,83.15,-0.00026426037628043443,-0.0033691396981842987,-0.0032400441875852105,0.0004525389413274159,,False
5281,TRALEE,,False,False,61.46,-0.0002642603762810624,-0.0033691396981846145,-0.0032400441875855158,0.0004525389413269935,,False
68090,KNOCKNAMONA,,False,False,34.0,-0.0002658326503650957,-0.00026607380901745754,-0.0002558786442839727,-0.00011946651603813186,,False
6931,WOODHOUSE,,False,False,20.0,-0.0002658326503654964,-0.000266073809017886,-0.0002558786442843856,-0.00011946651603834523,,False
6201,COOMATAGGART,,False,False,156.84,-0.00026770181588567366,-0.002693516613980991,-0.0025903089901543764,0.00032240326932386765,,False
2771,GARROW,,False,False,74.215,-0.00026770181588635367,-0.0026935166139815878,-0.0025903089901549523,0.0003224032693235285,,False
1751,COOMNACLOHY,,False,False,54.0,-0.0002677018158900729,-0.0026935166139806926,-0.002590308990154078,0.0003224032693206506,,False
1971,COOMAGEARLAH,,False,False,81.0,-0.00026770181590405825,-0.002693516614001322,-0.0025903089901739267,0.0003224032693144481,,False
2731,GLANLEE,,False,False,36.8,-0.00026770181590457867,-0.0026935166140020193,-0.002590308990174586,0.00032240326931419396,,False
4361,OUGHTRAGH,,False,False,13.0,-0.0002702615720578429,-0.003157912678906371,-0.0030369107655899927,0.00040978371538973914,,False
3301,KNOCKEARAGH,,False,False,22.84,-0.0002822476560117391,-0.0027360326268176145,-0.002631195914595425,0.000324389446196908,,False
5221,TULLABRACK,,False,False,31.0,-0.0002929536412803937,-0.0027614441162774755,-0.0026556337106198678,0.000366009270799327,,False
1551,BOGGERAGH,,False,False,169.05,-0.00030872108244629944,-0.0018043291627148315,-0.0017351925832268765,0.0001357986669837108,,False
3881,MACROOM,,False,False,41.8,-0.0003128308774687869,-0.0017167726253288149,-0.0016509909544859761,0.00011731754695050792,,False
1281,BALLYLICKEY,,False,False,65.71000000000001,-0.0003175160505751954,-0.0015907412704640883,-0.00152978874995798,9.141520943480985e-05,,False
2221,DUNMANWAY,,False,False,27.17,-0.0003175160506040213,-0.0015907412704903173,-0.001529788749983151,9.141520941817645e-05,,False
3891,CARRIGDANGAN,,False,False,67.89999999999999,-0.00031751605060406293,-0.001590741270490869,-0.0015297887499836921,9.141520941821201e-05,,False
2225,DUNMANWAY,,False,False,22.95,-0.00031752124947793947,-0.0015906014205643443,-0.0015296542586944548,9.138646704690695e-05,,False
3551,COOLNABACKY,,False,False,80.0,-0.00032072836479962383,0.0025090001457880352,0.0024128626495934,-0.0006831001676848789,,False
1441,BANDON,,False,False,46.4,-0.00032780298606123123,-0.0013294114241282212,-0.0012784722936769622,3.738018446578905e-05,,False
32060,KNOCKRAHA OF,,False,False,450.0,-0.0003305932678996787,-0.0009865203131340476,-0.0009487197601889437,-2.7336433904311987e-05,,False
1621,COOLROE,,False,False,10.0,-0.0003318773903561202,-0.0012947909528557774,-0.0012451783769010915,2.8504514569831566e-05,,False
2061,CASTLETREASU,,False,False,55.0,-0.00033834115545700906,-0.00106170718780434,-0.0010210256952587916,-1.797304813298036e-05,,False
1381,BARNAHELY,,False,False,9.45,-0.00034285471444973556,-0.0009577175845416862,-0.0009210206673277849,-3.9928196955014636e-05,,False
3221,KILBARRY,,False,False,10.75,-0.00034473210682911884,-0.0010099905398656406,-0.0009712906769556266,-3.143644961296592e-05,,False
5181,TRABEG,,False,False,4.95,-0.0003450334703546387,-0.0010069090557108945,-0.000968327266198216,-3.190571295198265e-05,,False
1921,COW CROSS,,False,False,4.95,-0.0003451329769934529,-0.0009153383785599541,-0.0008802653077059752,-4.925299888332204e-05,,False
1151,BALLINKNOCKA,,False,False,50.0,-0.0003476531994331799,-0.002388958925372147,-0.0022974210552038684,0.00023268609092814366,,False
3801,MIDLETON,,False,False,16.59,-0.0003505262598662122,-0.0008286740918264056,-0.000796921741200338,-6.87459890172772e-05,,False
3531,LYSAGHTSTOWN,,False,False,147.0,-0.0003513676449507126,-0.0008188402605059306,-0.00078746471333393,-7.109138651973084e-05,,False
3111,BALLYNABRANN,,False,False,42.0,-0.00035360537177396394,-0.0007936012387825195,-0.0007631927765901301,-7.716208397602706e-05,,False
1251,BOOLTIAGH,,False,False,154.219,-0.0003710076510603788,-0.0014182963612237379,-0.0013639514217627987,0.00010499914976262216,,False
4681,RATHKEALE,,False,False,32.49,-0.0003716697662710551,-0.0020592250931689635,-0.0019803216523336855,0.0001602863652590096,,False
4021,MALLOW,,False,False,4.95,-0.00040018495218112,-0.000773524793771109,-0.0007438856018234328,-0.0001007283992606068,,False
3241,KILTEEL,,False,False,15.0,-0.00042882862741627434,0.005089351587468732,0.004894342623561211,-0.0012495536323304697,,False
1361,BALLYDINE,,False,False,5.8,-0.00043548382743077707,0.0011954367108892722,0.0011496310968732524,-0.0004980515568099768,,False
18810,BALLYNADRIDE,,False,False,120.0,-0.0004394006836225192,-0.0006010420202322182,-0.000578011860178293,-0.00015076385002920495,,False
1881,CHARLEVILLE,,False,False,70.699,-0.0004394006836226025,-0.0006010420202328219,-0.0005780118601788637,-0.00015076385002914163,,False
2881,GLENLARA,,False,False,26.0,-0.0004394006836252271,-0.0006010420202396324,-0.0005780118601855146,-0.00015076385003024492,,False
1461,BARRYMORE,,False,False,47.4,-0.0004718855214422592,0.00013902409878465034,0.00013369710476670606,-0.00032509122635205646,,False
3541,LIMERICK,,False,False,8.95,-0.00047556447334501893,-0.000632809728142867,-0.0006085623230824965,-0.00015291195108364884,,False
2361,ENNIS,,False,False,19.0,-0.00047639370467505646,0.0003951792272448261,0.000380037123120628,-0.00024740845473791157,,False
23610,SLIEVECALLAN,,False,False,72.39,-0.0004763937046769681,0.0003951792272373633,0.0003800371231134445,-0.000247408454738177,,False
21210,COOLSHAMROGE,,False,False,60.0,-0.00048026529554335597,0.0001839591211948155,0.00017691034945869176,-0.00023515641830125934,,False
2121,DRUMLINE,,False,False,12.0,-0.00048232883382322983,7.13798768543477e-05,6.864481019811658e-05,-0.0002286261450737499,,False
1021,ARDNACRUSHA,,False,False,12.16,-0.0004885283906319333,-0.0002668456995266553,-0.00025662095822241195,-0.0002090070275252492,,False
4081,MONREAD,,False,False,8.0,-0.000504803121401682,0.005411554438040443,0.005204199609836079,-0.0013583628843440165,,False
4261,NENAGH,,False,False,18.689999999999998,-0.0005054397607604198,-0.0003105819734322661,-0.00029868138692203984,-0.0002350232753092589,,False
66096,UPPERCHURCH,,False,False,84.0,-0.0005054397607629508,-0.00031058197342839593,-0.0002986813869183362,-0.00023502327531164068,,False
1081,AHANE,,False,False,8.0,-0.0005055645912614079,-0.0003097710441128526,-0.00029790153002583024,-0.00023529496685218993,,False
2161,DOON,,False,False,12.99,-0.0005634163993391422,0.0016417307357052702,0.0015788244490629374,-0.0006618576522035612,,False
5271,CAUTEEN,,False,False,59.08,-0.0006193603406531613,0.0009326800491537383,0.0008969424965566321,-0.0005513278296033165,,False
5274,CAUTEEN,,False,False,115.08,-0.000619480125652494,0.0009339878924098481,0.0008982002271109586,-0.0005516604957746165,,False
4201,NEWBRIDGE,,False,False,12.0,-0.0006262830118035304,0.0059267426929514085,0.005699647368127636,-0.0015323441156207818,,False
5381,TIPPERARY,,False,False,8.6,-0.0006707481053786785,0.0014937448060103643,0.0014365089043526218,-0.000694041617098894,,False
4481,PORTLAOISE,,False,False,58.20099999999999,-0.0006899363672259115,0.0048626599264356175,0.004676337119337123,-0.0013647416976515052,,False
1721,CAHIR,,False,False,34.3,-0.0007410619000050092,0.0022614487973264194,0.0021747967397278967,-0.0008893166596641014,,False
4391,PHILIPSTOWN,,False,False,50.0,-0.0010660044415225084,0.007996570118607767,0.007690165102793406,-0.0022130460384730682,,False
1671,KILCUMBER,,False,False,75.0,-0.0010783437370250233,0.008099397895233996,0.007789052821862959,-0.002240880036232986,,False
2391,KILL HILL,,False,False,36.0,-0.0011235098282030877,0.004596637263217433,0.004420507661095642,-0.0015730090090302039,,False
5211,TIMAHOE,,False,False,70.0,-0.0012021878816310116,0.009524704796401405,0.009159746160325907,-0.002602440681877755,,False
1331,BLUNDELSTOWN,,False,False,60.0,-0.0012577806474742652,0.01361299477965689,0.013091384912066961,-0.0033890596954706687,,False
1521,BOGTOWN,,False,False,56.4,-0.0014867272118702993,0.010539907021576615,0.01013604882615934,-0.002974199982803575,,False
2401,MOUNT LUCAS,,False,False,79.2,-0.00148672721187584,0.010539907021572646,0.010136048826155535,-0.0029741999828069663,,False
36210,LISHEEN,,False,False,59.0,-0.0015753746748589925,0.00735567843013625,0.0070738304962992575,-0.0023807962026232993,,False
3621,LISHEEN,,False,False,68.4,-0.0015753746748591313,0.007355678430136143,0.0070738304962991464,-0.0023807962026233774,,False
5301,THURLES,,False,False,41.8,-0.0015753746748690366,0.007355678430120491,0.007073830496284123,-0.0023807962026277923,,False
2231,DERRYBRIEN,,False,False,59.5,-0.0017575063591606932,0.008331494456620967,0.008012256126577948,-0.0026144874762170454,,False
5321,THORNSBERRY,,False,False,23.8,-0.001961348288036513,0.013376253590872852,0.012863714948397649,-0.0038264604772545105,,False
3101,IKERRIN,,False,False,35.95,-0.0021215417504687004,0.010690519492655865,0.010280890270923725,-0.0033571650714460007,,False
5351,TIMONEY,,False,False,156.56,-0.002141188048151695,0.010810477804258412,0.010396252133321359,-0.003392286253777325,,False
2301,DUNFIRTH,,False,False,31.5,-0.0021860655498123476,0.015493293153321111,0.014899635789820577,-0.004375245540535306,,False
5001,SOMERSET,,False,False,15.65,-0.0023664145938666684,0.01311019272685153,0.012607848753095634,-0.0038512909780208937,,False
4121,MULGEETH,,False,False,60.0,-0.0024851005121572425,0.017047822808432277,0.01639460044687716,-0.004867317313429967,,False
3361,LAURENCETOWN,,False,False,47.0,-0.00250163201566367,0.0166050016896778,0.01596874692921685,-0.004796629102244135,,False
3311,KNOCKDRIN,,False,False,110.2,-0.0025073516425800357,0.01663750492878139,0.016000004739925036,-0.00480655893147572,,False
3571,DERRYCARNEY,,False,False,34.0,-0.002549581839325913,0.01413307769383299,0.013591539780696067,-0.004283647650605241,,False
5081,STONESTOWN,,False,False,105.0,-0.002700810950144638,0.014886961730825807,0.014316537201695925,-0.004521017385025774,,False
2241,DALLOW,,False,False,26.03,-0.0028307734672551946,0.015534830825116655,0.01493958186036784,-0.004725007000543954,,False
2271,DERRYLAHAN,,False,False,65.0,-0.003289186709422468,0.017820041812251258,0.017137230292773753,-0.0054445340080047505,,False
2921,HARRISTOWN,,False,False,42.3,-0.0034219706867354913,0.021918131142798267,0.021078292909678456,-0.006408967708295372,,False
1591,CLONFAD,,False,False,100.0,-0.004586954213127617,0.028201368078131058,0.02712077471074988,-0.008368024747178484,,False
4001,MULLINGAR,,False,False,33.84,-0.007072025208582935,0.0417716582729898,0.04017109135193647,-0.012577931301218554,,False
3511,LICKNY,,False,False,97.5,-0.007072025208583677,0.04177165827298931,0.04017109135193606,-0.012577931301218974,,False
4971,SHANONAGH,,False,False,58.6,-0.008053897130941283,0.046872715060610304,0.04507669066685329,-0.014193327259606165,,False
