hour,element,lopf_intact,dc_intact,lodf_post,dc_post,intact_diff,post_diff
2030-02-04 00:00:00,2521-4981-1,-115.69316040172592,-115.69316040196995,-180.3830570019832,-180.38305700181434,2.440287971694488e-10,-1.688533757260302e-10
2030-02-04 00:00:00,T2522-2521-25221-1-w1,25.14485378765714,25.144853787727083,87.34516581163656,87.34516581152117,-6.994227419454546e-11,1.1539214028744027e-10
2030-02-04 00:00:00,T2522-2521-25222-2-w1,24.18137704598118,24.181377046048734,83.99835630270076,83.99835630259032,-6.755485060239153e-11,1.1043255199183477e-10
2030-02-04 01:00:00,2521-4981-1,-115.19563517664751,-115.19563517689078,-179.64078034505278,-179.64078034488978,2.432614110148279e-10,-1.6299850358336698e-10
2030-02-04 01:00:00,T2522-2521-25221-1-w1,25.009691837966443,25.009691838038286,86.97467166589085,86.97467166577995,-7.184297601270373e-11,1.1090151019743644e-10
2030-02-04 01:00:00,T2522-2521-25222-2-w1,24.051394104130324,24.051394104199236,83.64205840145814,83.64205840135156,-6.891198722769332e-11,1.0658141036401503e-10
2030-01-18 12:00:00,2521-4981-1,-32.08272491948347,-32.08272491952348,-35.03550207379997,-35.03550207385474,4.001066145065124e-11,5.476863407238852e-11
2030-01-18 12:00:00,T2522-2521-25221-1-w1,-20.906527961540846,-20.906527961495957,-18.067388157829456,-18.067388157820037,-4.488853733164433e-11,-9.418243962500128e-12
2030-01-18 12:00:00,T2522-2521-25222-2-w1,-20.10545138299939,-20.105451382956385,-17.375099054862215,-17.375099054853308,-4.3005599081880064e-11,-8.906653192752856e-12
