vector,N,jain,gini,max,min,max_over_min
measured,9,0.9804386910066166,0.07976006185076434,0.0894958181430629,0.05451824356441381,1.641575595466915
sim_rule1_common,9,0.9973879383626413,0.028201715203831225,0.08685709072914174,0.07341654312363474,1.1830724661453058
sim_rule2_common,9,0.2228215995970572,0.7880737163226174,0.33341034208632947,0.0,inf
sim_rule3_common,9,0.2228215995970572,0.7880737163226174,0.33341034208632947,0.0,inf
sim_band3_common,9,0.7313395375291617,0.32256157295930615,0.10992710386130591,0.002354766772669116,46.68279896641488
sim_rule1_all15,14,0.9972995609559258,0.02874147154112944,0.09062611207742285,0.07341654312363474,1.2344099602293572
sim_rule2_all15,14,0.30425216897927476,0.7266190827099706,0.38901686194296364,0.0,inf
sim_rule3_all15,14,0.30425216897927476,0.7266190827099706,0.38901686194296364,0.0,inf
sim_band3_all15,14,0.79763904774196,0.26179821924079383,0.10992710386130591,0.002354766772669116,46.68279896641488
