rule,generator,bus,station,class,cum_cut_MWh,cum_avail_MWh,r,hours_cut
rule2,26773-1,2671,Garvagh,P,0.0,59490.9084,0.0,0
rule2,35971-1,3591,Lenalea,P,0.0,83960.75898500001,0.0,0
rule2,40471-1,4041,Moy,P,0.0,17036.26302,0.0,0
rule2,40771-1,4071,Meentycat,P,653.1885296892826,146494.080412,0.004458804941826011,35
rule2,40772-2,4071,Meentycat,P,222.99782317936564,50012.9128968,0.00445880494182601,35
rule2,40773-3,4071,Meentycat,P,172.8665295964075,38769.69992,0.0044588049418260115,35
rule2,40971-1,4091,Mulreavy,P,18059.5895922267,216648.82652,0.08335881565718763,539
rule2,40972-2,4091,Mulreavy,P,936.0153142312618,11228.750155,0.08335881565718761,539
rule2,40973-1,4091,Mulreavy,P,792.8600308782453,9511.411896,0.08335881565718761,539
rule2,43771-1,4371,Glenree,N,20921.185960898412,80449.41716000001,0.26005391585733656,1082
rule2,43774-2,4371,Glenree,P,25516.375020167172,98119.5570005,0.2600539158573366,1082
rule2,49971-1,4991,Sorne Hill,P,57.637620004116044,88920.51966,0.0006481925682002479,4
rule2,49973-2,4991,Sorne Hill,P,13.54026628668123,20889.264936,0.000648192568200248,4
rule2,49976-3,4991,Sorne Hill,P,16.833844572630717,25970.437487999996,0.000648192568200248,4
rule2,49977-1,4991,Sorne Hill,P,1.0978594286498295,1693.7241839999997,0.0006481925682002483,4
rule2,49979-3,4991,Sorne Hill,P,0.5489297143249148,846.8620919999998,0.0006481925682002483,4
rule2,53673-3,5361,Trillick,P,51.173408782259244,39520.23096,0.001294866136639077,5
rule2,53674-4,5361,Trillick,P,36.515882409626414,28200.5076636,0.001294866136639077,5
rule2,67059-1,5241,Tawnaghmore,P,0.0,52882.883327999996,0.0,0
rule2,67059-2,5241,Tawnaghmore,P,0.0,29746.621872000003,0.0,0
rule2,68087-1,4981,Sligo,P,7969.944375002543,20487.4008165,0.3890168619429637,1308
rule2,68101-1,4981,Sligo,P,6250.936764707876,16068.549659999999,0.3890168619429637,1308
rule2,68223-1,1341,Binbane,P,0.0,1368.805905,0.0,0
rule2,68254-1,4371,Glenree,N,1980.0408141564567,7613.9626955,0.26005391585733656,1082
rule2,68260-1,1571,Ardnagappary,N,0.0,48208.738472,0.0,0
rule2,68269-1,1341,Binbane,P,0.0,54752.2362,0.0,0
rule2,68269-2,1341,Binbane,N,0.0,9855.402516,0.0,0
rule2,68284-1,5361,Trillick,P,25.221180042684914,19477.828116000004,0.0012948661366390768,5
rule2,68308-1,4091,Mulreavy,P,1189.2900463173683,14267.117844,0.08335881565718763,539
rule2,68312-1,4371,Glenree,N,9339.81516111536,35914.918374999994,0.2600539158573366,1082
rule2,69197-1,17010,Cathaleen's Fall,P,9058.734883704587,47951.9999,0.18891255636044046,653
rule3,13471-1,1341,Binbane,P,0.0,1806.8237946000002,0.0,0
