check,row,hour1,hour2,dF_from_PTDF,dF_from_flows,abs_diff,bus,F,sign_F,SF_raw,SF_eff,dF_for_1MW_cut,d_absF,relieves,consistent,d_absF_plus_SF_eff
finite_difference,FLG_SLIGO_N1,2030-12-05 12:00:00,2030-07-02 12:00:00,-143.84680761281896,-143.84680761288428,6.531308827106841e-11,,,,,,,,,,
finite_difference,T25221_N1,2030-12-05 12:00:00,2030-07-02 12:00:00,90.93416413158766,90.93416413164599,5.832134775118902e-11,,,,,,,,,,
finite_difference,T25222_N1,2030-12-05 12:00:00,2030-07-02 12:00:00,87.44983477718449,87.4498347772407,5.6203930398623925e-11,,,,,,,,,,
finite_difference,FLG_SLIGO_N0,2030-12-05 12:00:00,2030-07-02 12:00:00,-85.26329113528129,-85.26329113531176,3.0468072509393096e-11,,,,,,,,,,
unit_cut,FLG_SLIGO_N1,2030-12-05 12:00:00,,,,,1341,-205.0273217349709,-1.0,-0.2186731758137636,0.2186731758137636,0.21867317581376366,-0.21867317581376255,True,True,1.0547118733938987e-15
unit_cut,FLG_SLIGO_N1,2030-12-05 12:00:00,,,,,1571,-205.0273217349709,-1.0,-0.2186765246126708,0.2186765246126708,0.2186765246126708,-0.2186765246126754,True,True,-4.6074255521944e-15
unit_cut,FLG_SLIGO_N1,2030-12-05 12:00:00,,,,,1631,-205.0273217349709,-1.0,-0.1871529361454878,0.1871529361454878,0.1871529361454878,-0.18715293614548045,True,True,7.355227538141662e-15
unit_cut,FLG_SLIGO_N1,2030-12-05 12:00:00,,,,,17010,-205.0273217349709,-1.0,-0.2187070380289769,0.2187070380289769,0.21870703802897692,-0.21870703802898106,True,True,-4.163336342344337e-15
unit_cut,FLG_SLIGO_N1,2030-12-05 12:00:00,,,,,1931,-205.0273217349709,-1.0,-0.2946960353114989,0.2946960353114989,0.2946960353114989,-0.2946960353114889,True,True,9.992007221626409e-15
unit_cut,FLG_SLIGO_N1,2030-12-05 12:00:00,,,,,2671,-205.0273217349709,-1.0,-0.1871529361454858,0.1871529361454858,0.18715293614548587,-0.18715293614548045,True,True,5.35682609381638e-15
unit_cut,FLG_SLIGO_N1,2030-12-05 12:00:00,,,,,3591,-205.0273217349709,-1.0,-0.2186813098472881,0.2186813098472881,0.2186813098472881,-0.21868130984728396,True,True,4.135580766728708e-15
unit_cut,FLG_SLIGO_N1,2030-12-05 12:00:00,,,,,4041,-205.0273217349709,-1.0,-0.2130033557065314,0.2130033557065314,0.2130033557065314,-0.21300335570651896,True,True,1.2434497875801753e-14
unit_cut,FLG_SLIGO_N1,2030-12-05 12:00:00,,,,,4071,-205.0273217349709,-1.0,-0.2186837028129305,0.2186837028129305,0.21868370281293056,-0.21868370281293892,True,True,-8.409939411535561e-15
unit_cut,FLG_SLIGO_N1,2030-12-05 12:00:00,,,,,4091,-205.0273217349709,-1.0,-0.2186857944185171,0.2186857944185171,0.21868579441851713,-0.2186857944185192,True,True,-2.1094237467877974e-15
unit_cut,FLG_SLIGO_N1,2030-12-05 12:00:00,,,,,4371,-205.0273217349709,-1.0,-0.2413325972089368,0.2413325972089368,0.24133259720893682,-0.24133259720892397,True,True,1.2823075934420558e-14
unit_cut,FLG_SLIGO_N1,2030-12-05 12:00:00,,,,,4981,-205.0273217349709,-1.0,-0.3376030323370091,0.3376030323370091,0.33760303233700917,-0.3376030323370003,True,True,8.826273045769994e-15
unit_cut,FLG_SLIGO_N1,2030-12-05 12:00:00,,,,,4991,-205.0273217349709,-1.0,-0.2186830751056247,0.2186830751056247,0.21868307510562476,-0.21868307510561635,True,True,8.354428260304303e-15
unit_cut,FLG_SLIGO_N1,2030-12-05 12:00:00,,,,,5241,-205.0273217349709,-1.0,-0.2130033557065313,0.2130033557065313,0.2130033557065313,-0.21300335570651896,True,True,1.2351231148954867e-14
unit_cut,FLG_SLIGO_N1,2030-12-05 12:00:00,,,,,5361,-205.0273217349709,-1.0,-0.2186830751056251,0.2186830751056251,0.2186830751056251,-0.21868307510561635,True,True,8.743006318923108e-15
