hour,phi_N,phi_P,tier
2030-01-01 20:00:00,1.0,0.10909015499055386,N_then_P
2030-01-01 22:00:00,1.0,0.08693735674023628,N_then_P
2030-01-02 00:00:00,0.3021094277501106,0.0,N_only
2030-01-02 02:00:00,1.0,0.2731971815228462,N_then_P
2030-01-02 04:00:00,1.0,0.39181320182979107,N_then_P
2030-01-02 06:00:00,1.0,0.39324852265417576,N_then_P
2030-01-02 08:00:00,1.0,0.16814091615378857,N_then_P
2030-01-02 10:00:00,1.0,0.32455803267657757,N_then_P
2030-01-02 12:00:00,1.0,0.5385751258581877,N_then_P
2030-01-02 14:00:00,1.0,0.530568515881896,N_then_P
2030-01-02 16:00:00,0.9045295119285583,0.0,N_only
2030-01-02 20:00:00,1.0,0.13225847855210304,N_then_P
2030-01-02 22:00:00,0.9053397700190544,0.0,N_only
2030-01-03 00:00:00,1.0,0.13978665135800838,N_then_P
2030-01-03 02:00:00,1.0,0.07698085717856884,N_then_P
2030-01-03 04:00:00,0.35783398151397705,0.0,N_only
2030-01-03 06:00:00,0.545026108622551,0.0,N_only
2030-01-03 20:00:00,1.0,0.128375843167305,N_then_P
2030-01-03 22:00:00,1.0,0.10751974396407604,N_then_P
2030-01-04 00:00:00,1.0,0.08923868276178837,N_then_P
2030-01-04 02:00:00,1.0,0.10679491981863976,N_then_P
2030-01-04 04:00:00,1.0,0.39919969625771046,N_then_P
2030-01-04 06:00:00,1.0,0.3601026851683855,N_then_P
2030-01-04 08:00:00,1.0,0.4131373707205057,N_then_P
2030-01-04 10:00:00,1.0,0.06603351049125195,N_then_P
2030-01-04 12:00:00,1.0,0.1862095184624195,N_then_P
2030-01-04 14:00:00,1.0,0.16461067833006382,N_then_P
2030-01-04 16:00:00,1.0,0.18060166388750076,N_then_P
2030-01-04 18:00:00,1.0,0.1377648115158081,N_then_P
2030-01-04 20:00:00,1.0,0.2974781133234501,N_then_P
2030-01-04 22:00:00,1.0,0.4797761458903551,N_then_P
2030-01-05 00:00:00,1.0,0.5284144971519709,N_then_P
2030-01-05 02:00:00,1.0,0.5649302564561367,N_then_P
2030-01-05 04:00:00,1.0,0.6495152860879898,N_then_P
2030-01-05 06:00:00,1.0,0.5590252634137869,N_then_P
2030-01-05 08:00:00,1.0,0.5707681588828564,N_then_P
2030-01-05 10:00:00,1.0,0.0651808250695467,N_then_P
2030-01-05 12:00:00,1.0,0.05460590310394764,N_then_P
2030-01-05 14:00:00,1.0,0.662483025342226,N_then_P
2030-01-05 16:00:00,1.0,0.616432337090373,N_then_P
2030-01-05 20:00:00,1.0,0.3829048164188862,N_then_P
2030-01-06 06:00:00,1.0,0.0679361093789339,N_then_P
2030-01-06 08:00:00,1.0,0.14640689454972744,N_then_P
2030-01-06 14:00:00,0.2056283950805664,0.0,N_only
2030-01-06 20:00:00,0.4577444791793823,0.0,N_only
2030-01-08 08:00:00,0.29684101790189743,0.0,N_only
2030-01-08 10:00:00,0.7317128330469131,0.0,N_only
2030-01-08 12:00:00,0.7747723162174225,0.0,N_only
2030-01-08 20:00:00,0.10316886007785797,0.0,N_only
2030-01-10 04:00:00,0.41129209101200104,0.0,N_only
2030-01-10 16:00:00,1.0,0.14166578091681004,N_then_P
2030-01-10 18:00:00,1.0,0.2765648663043976,N_then_P
2030-01-10 20:00:00,1.0,0.36745454370975494,N_then_P
2030-01-10 22:00:00,1.0,0.5779576245695353,N_then_P
2030-01-11 00:00:00,1.0,0.6428177803754807,N_then_P
2030-01-11 02:00:00,1.0,0.6558135617524385,N_then_P
2030-01-11 04:00:00,1.0,0.3395007122308016,N_then_P
2030-01-11 06:00:00,1.0,0.30855054780840874,N_then_P
2030-01-11 08:00:00,1.0,0.5116985272616148,N_then_P
2030-01-11 10:00:00,1.0,0.26503575034439564,N_then_P
2030-01-11 14:00:00,1.0,0.17331491969525814,N_then_P
2030-01-11 18:00:00,1.0,0.20830568857491016,N_then_P
2030-01-11 20:00:00,1.0,0.3028544243425131,N_then_P
2030-01-11 22:00:00,1.0,0.21534131653606892,N_then_P
2030-01-12 00:00:00,1.0,0.24671735987067223,N_then_P
2030-01-12 02:00:00,1.0,0.4003326166421175,N_then_P
2030-01-12 04:00:00,1.0,0.28392001800239086,N_then_P
2030-01-12 06:00:00,1.0,0.4068291075527668,N_then_P
2030-01-12 08:00:00,1.0,0.23659399151802063,N_then_P
2030-01-12 10:00:00,1.0,0.36521587148308754,N_then_P
2030-01-12 12:00:00,1.0,0.4168952852487564,N_then_P
2030-01-12 14:00:00,0.5672087259590626,0.0,N_only
2030-01-12 16:00:00,1.0,0.4083958566188812,N_then_P
2030-01-12 18:00:00,1.0,0.7242452651262283,N_then_P
2030-01-12 20:00:00,1.0,0.6792499776929617,N_then_P
2030-01-12 22:00:00,1.0,0.6756863575428724,N_then_P
