hour,success,status,nit,cut_MW,max_residual
2030-01-04 16:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,37.71445424682827,0.0
2030-01-04 20:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,5.419809944632329,0.0
2030-01-05 16:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,4.441872429738201,0.0
2030-01-06 18:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,51.8119334562697,0.0
2030-01-06 20:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,32.27680769338196,0.0
2030-01-06 22:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,8.242670880223884,0.0
2030-01-07 06:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,44.14507740508826,0.0
2030-01-07 08:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,155.64627146728753,0.0
2030-01-07 10:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,121.31801661268,3.552713678800501e-15
2030-01-07 12:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,143.03122191863423,0.0
2030-01-07 14:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,57.3478899181644,1.7763568394002505e-15
2030-01-07 18:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,25.542257546341915,0.0
2030-01-07 22:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,138.07092244026273,0.0
2030-01-08 00:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,47.95446603305017,3.552713678800501e-15
2030-01-08 02:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,16.277038548694392,0.0
2030-01-08 04:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,18.78352190665236,0.0
2030-01-08 06:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,113.72460845050725,0.0
2030-01-08 08:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,89.88226865609668,0.0
2030-01-08 10:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,84.71255775535388,3.552713678800501e-15
2030-01-08 12:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,100.27960124006465,0.0
2030-01-08 14:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,109.0835203167025,3.552713678800501e-15
2030-01-08 16:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,20.13098775014304,0.0
2030-01-08 20:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,5.2059723515273335,0.0
2030-01-08 22:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,149.53193189666308,0.0
2030-01-09 00:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,158.94150068985473,0.0
2030-01-09 02:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,124.19354778987433,3.552713678800501e-15
2030-01-09 04:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,140.7731583433891,0.0
2030-01-09 06:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,101.08287030643352,0.0
2030-01-09 08:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,133.7941254376153,0.0
2030-01-09 10:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,40.0802035203765,0.0
2030-01-09 14:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,98.97750957951396,0.0
2030-01-10 08:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,51.073412153558806,0.0
2030-01-10 12:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,23.254726790915907,0.0
2030-01-19 02:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,14.230354681977186,0.0
2030-01-19 04:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,21.712219441678634,0.0
2030-01-19 20:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,6.638309210064506,0.0
2030-01-19 22:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,75.22155789233899,0.0
2030-01-20 00:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,26.040464750892838,0.0
2030-01-20 02:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),3,81.4155668867645,1.7763568394002505e-15
2030-01-20 08:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,5.72620590395676,0.0
2030-01-20 10:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,9.044970786086875,0.0
2030-02-02 04:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,58.49193346961882,0.0
2030-02-08 14:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,12.041627083756268,0.0
2030-02-08 16:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,90.8235940836919,0.0
2030-02-08 18:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),2,254.34146319452537,7.105427357601002e-15
2030-02-08 20:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,218.13972977224876,0.0
2030-02-08 22:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,356.4674188122103,0.0
2030-02-09 00:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,352.76174762668705,0.0
2030-02-09 02:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,288.59919973611505,0.0
2030-02-09 04:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),2,212.6909619418493,0.0
2030-02-09 06:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,299.0257826269164,0.0
2030-02-09 08:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),2,223.50112381798277,0.0
2030-02-09 10:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,107.84306025046003,0.0
2030-02-09 14:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,105.42888209556601,0.0
2030-02-09 16:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,217.27289808388798,7.105427357601002e-15
2030-02-09 18:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,146.1501926655351,0.0
2030-02-09 20:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),2,211.72305593722865,0.0
2030-02-11 00:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,77.39266106263675,0.0
2030-02-11 02:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),2,238.99058951364125,0.0
2030-02-11 04:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,129.755973295959,0.0
2030-02-11 06:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,55.07483163169775,0.0
2030-02-11 10:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),2,196.6864854125122,0.0
2030-02-11 12:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,329.48550589837544,0.0
2030-02-11 14:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,56.311658513130524,0.0
2030-02-11 16:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),3,59.264449283125906,0.0
2030-02-11 18:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),3,216.48345548708446,7.105427357601002e-15
2030-02-11 20:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,126.25446868360815,0.0
2030-02-11 22:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,82.69163749911455,0.0
2030-02-12 00:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,30.55267157816545,0.0
2030-02-12 02:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,38.465802302124594,0.0
2030-02-12 04:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,26.4802071561039,0.0
2030-02-12 06:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,14.29840649374404,0.0
2030-02-12 08:00:00,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,40.58935492163461,0.0
