hour,phi_N,phi_P,tier
2030-01-04 16:00:00,0.6635616719722748,0.0,N_only
2030-01-04 20:00:00,0.08946427702903748,0.0,N_only
2030-01-05 16:00:00,0.09481722861528397,0.0,N_only
2030-01-06 18:00:00,0.6876327469944954,0.0,N_only
2030-01-06 20:00:00,0.4443155899643898,0.0,N_only
2030-01-06 22:00:00,0.15282446146011353,0.0,N_only
2030-01-07 06:00:00,0.7508576214313507,0.0,N_only
2030-01-07 08:00:00,1.0,0.08851936459541321,N_then_P
2030-01-07 10:00:00,1.0,0.012995457276701927,N_then_P
2030-01-07 12:00:00,1.0,0.06197287701070309,N_then_P
2030-01-07 14:00:00,0.837192390114069,0.0,N_only
2030-01-07 18:00:00,0.2770647890865803,0.0,N_only
2030-01-07 22:00:00,1.0,0.04697457514703274,N_then_P
2030-01-08 00:00:00,0.7220244705677032,0.0,N_only
2030-01-08 02:00:00,0.29773513600230217,0.0,N_only
2030-01-08 04:00:00,0.36784827709198,0.0,N_only
2030-01-08 06:00:00,1.0,0.03732370771467686,N_then_P
2030-01-08 08:00:00,0.9085079059004784,0.0,N_only
2030-01-08 10:00:00,0.868483379483223,0.0,N_only
2030-01-08 12:00:00,0.9964209571480751,0.0,N_only
2030-01-08 14:00:00,1.0,0.0195479616522789,N_then_P
2030-01-08 16:00:00,0.30543097108602524,0.0,N_only
2030-01-08 20:00:00,0.10727912932634354,0.0,N_only
2030-01-08 22:00:00,1.0,0.0950222909450531,N_then_P
2030-01-09 00:00:00,1.0,0.1223393864929676,N_then_P
2030-01-09 02:00:00,1.0,0.13679269887506962,N_then_P
2030-01-09 04:00:00,1.0,0.1110192034393549,N_then_P
2030-01-09 06:00:00,1.0,0.07839380577206612,N_then_P
2030-01-09 08:00:00,1.0,0.05420430935919285,N_then_P
2030-01-09 10:00:00,0.45555003732442856,0.0,N_only
2030-01-09 14:00:00,1.0,0.0055464692413806915,N_then_P
2030-01-10 08:00:00,0.7673009000718594,0.0,N_only
2030-01-10 12:00:00,0.4129083454608917,0.0,N_only
2030-01-19 02:00:00,0.37723997980356216,0.0,N_only
2030-01-19 04:00:00,0.5139271132647991,0.0,N_only
2030-01-19 20:00:00,0.10858611017465591,0.0,N_only
2030-01-19 22:00:00,1.0,0.010423650965094566,N_then_P
2030-01-20 00:00:00,0.5925882235169411,0.0,N_only
2030-01-20 02:00:00,1.0,0.0013602674007415771,N_then_P
2030-01-20 08:00:00,0.08795642852783203,0.0,N_only
2030-01-20 10:00:00,0.15233257412910461,0.0,N_only
2030-02-02 04:00:00,0.8839409574866295,0.0,N_only
2030-02-08 14:00:00,0.29159943759441376,0.0,N_only
2030-02-08 16:00:00,1.0,0.09346589632332325,N_then_P
2030-02-08 18:00:00,1.0,0.38362492620944977,N_then_P
