station,rule,cut_MWh,avail_MWh,n_farms,r_s
Glenree,rule3,1722.4367218855805,212528.47622199997,4,0.008104498524171331
Lenalea,rule3,2552.4294216322587,87017.38938000001,1,0.02933240631347769
Meentycat,rule3,21062.62176264744,241958.20250880002,3,0.08705066223940637
Moy,rule3,0.0,16387.36008,1,0.0
Mulreavy,rule3,57960.815850347535,265044.892185,4,0.21868301393218767
Sligo,rule3,19162.213852895205,47356.4427768,3,0.40463794848803136
Sorne Hill,rule3,5946.944914368133,131261.26664000002,5,0.04530616736069105
Tawnaghmore,rule3,42.31236399262003,53312.198016,1,0.0007936713466573126
Trillick,rule3,4933.361144601695,82748.1740104,3,0.05961897290907781
Ardnagappary,rule1N,18859.70108885956,64732.298001200004,3,0.29134916681792977
Binbane,rule1N,20740.042778573097,239722.020896,15,0.08651705296432016
Cathaleen's Fall,rule1N,26338.765599989034,150907.2928,2,0.17453606854438936
Corderry,rule1N,14016.216469937965,161427.98005349998,7,0.08682643780398387
Cunghill,rule1N,4772.36740754423,96202.90872,2,0.049607308874976705
Garvagh,rule1N,36379.39785780663,212490.4786,3,0.17120483749433577
Glenree,rule1N,43286.79895414677,212528.47622199997,4,0.20367528965356557
Lenalea,rule1N,5314.255288327853,87017.38938000001,1,0.061071187336140385
Meentycat,rule1N,14551.089326558893,241958.20250880002,3,0.06013885528856857
Moy,rule1N,838.1147958243959,16387.36008,1,0.05114397875758375
Mulreavy,rule1N,16594.607022960703,265044.892185,4,0.0626105520697141
Sligo,rule1N,5936.145910385109,47356.4427768,3,0.12535033381547056
Sorne Hill,rule1N,7990.995222545515,131261.26664000002,5,0.0608785472447237
Tawnaghmore,rule1N,2765.803688220888,53312.198016,1,0.05187937828770102
Trillick,rule1N,5037.588620906754,82748.1740104,3,0.06087854724472369
Ardnagappary,band0,6847.535526659774,64732.298001200004,3,0.10578236426169878
Binbane,band0,25358.816493076924,239722.020896,15,0.10578425961158773
Cathaleen's Fall,band0,15951.415768106659,150907.2928,2,0.1057034121554837
Corderry,band0,16949.459627130414,161427.98005349998,7,0.104997037202058
Cunghill,band0,10183.252469848163,96202.90872,2,0.10585181472513135
Garvagh,band0,22494.446014455236,212490.4786,3,0.10586095980704914
Glenree,band0,22505.32610361705,212528.47622199997,4,0.10589322665687755
Lenalea,band0,9205.414607552293,87017.38938000001,1,0.10578821857494218
Meentycat,band0,25625.078518656326,241958.20250880002,3,0.10590704614663494
Moy,band0,1739.8095819729765,16387.36008,1,0.10616777647403575
Mulreavy,band0,28137.68092741098,265044.892185,4,0.10616194371997563
Sligo,band0,5019.742157598822,47356.4427768,3,0.10599913893992903
Sorne Hill,band0,13840.214304824087,131261.26664000002,5,0.10544020074697708
Tawnaghmore,band0,5636.178382537985,53312.198016,1,0.10572024025057945
Trillick,band0,8724.986909175599,82748.1740104,3,0.10544023494801251
Ardnagappary,band1,7282.5390113985995,64732.298001200004,3,0.11250240198893598
Binbane,band1,25758.360801479936,239722.020896,15,0.10745095801046511
Cathaleen's Fall,band1,17056.88229299458,150907.2928,2,0.11302888002636399
Corderry,band1,15111.882168010006,161427.98005349998,7,0.09361377230268056
Cunghill,band1,10863.862101147173,96202.90872,2,0.11292654500464851
Garvagh,band1,23133.024921109874,212490.4786,3,0.1088661716681261
Glenree,band1,13986.065813083875,212528.47622199997,4,0.0658079616515695
Lenalea,band1,9800.020920985944,87017.38938000001,1,0.11262140809798152
Meentycat,band1,27386.607954868243,241958.20250880002,3,0.113187350835408
Moy,band1,629.9231303740755,16387.36008,1,0.03843957338454209
Mulreavy,band1,29960.63698738683,265044.892185,4,0.11303985804214049
Sligo,band1,5353.090854770705,47356.4427768,3,0.11303828034552445
Sorne Hill,band1,14752.539839829038,131261.26664000002,5,0.11239065580777666
Tawnaghmore,band1,1851.5558833136947,53312.198016,1,0.0347304360393846
Trillick,band1,9336.02688927203,82748.1740104,3,0.11282456683695104
Ardnagappary,band2,7799.527985033072,64732.298001200004,3,0.12048897112981351
Binbane,band2,24951.332443906525,239722.020896,15,0.10408444059768421
Cathaleen's Fall,band2,18321.32178486728,150907.2928,2,0.12140779577265917
Corderry,band2,13195.487350010231,161427.98005349998,7,0.08174225648885046
Cunghill,band2,11678.339035563731,96202.90872,2,0.12139278521768723
Garvagh,band2,19769.525697763147,212490.4786,3,0.09303723078801115
Glenree,band2,8153.042583306538,212528.47622199997,4,0.038362118471080314
Lenalea,band2,10568.3029846256,87017.38938000001,1,0.12145047168071682
Meentycat,band2,29410.066937053212,241958.20250880002,3,0.12155019599297762
Moy,band2,360.91200000000003,16387.36008,1,0.0220238036046133
Mulreavy,band2,32163.1468654995,265044.892185,4,0.12134980833001598
Sligo,band2,5750.304878619852,47356.4427768,3,0.12142603078787277
Sorne Hill,band2,15849.081366431807,131261.26664000002,5,0.12074454080882702
Tawnaghmore,band2,1118.464070979972,53312.198016,1,0.020979515244227965
Trillick,band2,9999.966676305656,82748.1740104,3,0.12084818542399296
Ardnagappary,band3,7898.831616362513,64732.298001200004,3,0.12202303734398684
Binbane,band3,21505.25573821312,239722.020896,15,0.08970913751616866
Cathaleen's Fall,band3,19700.867829373594,150907.2928,2,0.1305494748718572
Corderry,band3,11274.877161035536,161427.98005349998,7,0.06984462766181457
Cunghill,band3,12548.928484925429,96202.90872,2,0.13044229797094048
Garvagh,band3,15966.949120505247,212490.4786,3,0.07514195095095073
Glenree,band3,5811.217937307022,212528.47622199997,4,0.027343243788360967
Lenalea,band3,11359.06382715805,87017.38938000001,1,0.13053786039884122
Meentycat,band3,31576.552243610444,241958.20250880002,3,0.13050416111626553
Moy,band3,262.7330628966254,16387.36008,1,0.01603266551866879
Mulreavy,band3,34578.80246754699,265044.892185,4,0.13046394587152113
Sligo,band3,6182.800833378797,47356.4427768,3,0.13055881039290732
Sorne Hill,band3,17061.312232763565,131261.26664000002,5,0.12997979274081126
Tawnaghmore,band3,789.5938772699205,53312.198016,1,0.014810754511246159
Trillick,band3,10783.923871302502,82748.1740104,3,0.13032219744144627
Ardnagappary,band5,6445.873783378052,64732.298001200004,3,0.09957739771973735
Binbane,band5,16132.187373559023,239722.020896,15,0.06729539202640772
Cathaleen's Fall,band5,22497.75231161944,150907.2928,2,0.14908326757565052
Corderry,band5,8914.643406491501,161427.98005349998,7,0.05522365703601716
Cunghill,band5,14351.386600734893,96202.90872,2,0.14917830231625134
Garvagh,band5,11442.978341711256,212490.4786,3,0.053851722755314343
Glenree,band5,2769.9741540016093,212528.47622199997,4,0.013033425935394131
Lenalea,band5,9666.53456288988,87017.38938000001,1,0.11108738875946589
Meentycat,band5,36096.33924605524,241958.20250880002,3,0.14918419326884533
Moy,band5,116.75892,16387.36008,1,0.0071249377221227215
Mulreavy,band5,39561.95602229699,265044.892185,4,0.1492651139063753
Sligo,band5,7067.27960974918,47356.4427768,3,0.14923586307059897
Sorne Hill,band5,17008.34115257268,131261.26664000002,5,0.12957623819995676
Tawnaghmore,band5,383.98615790339875,53312.198016,1,0.007202594756797632
Trillick,band5,12310.047190015044,82748.1740104,3,0.1487651822802505
Ardnagappary,band10,3605.563951662967,64732.298001200004,3,0.05569961306790201
Binbane,band10,8899.274724328847,239722.020896,15,0.03712330928575673
Cathaleen's Fall,band10,29248.07822306516,150907.2928,2,0.19381487587765647
Corderry,band10,5930.3851694186,161427.98005349998,7,0.036737033861497674
Cunghill,band10,18980.45483110058,96202.90872,2,0.19729605979319684
Garvagh,band10,7219.335992040838,212490.4786,3,0.033974868142825285
Glenree,band10,1439.6513502502546,212528.47622199997,4,0.006773922139009947
Lenalea,band10,6336.69286756239,87017.38938000001,1,0.07282099489207165
Meentycat,band10,35121.20067631852,241958.20250880002,3,0.14515399896410275
Moy,band10,36.75108,16387.36008,1,0.002242647981162809
Mulreavy,band10,52356.301999940086,265044.892185,4,0.19753748720950884
Sligo,band10,9364.582472239641,47356.4427768,3,0.19774674623211702
Sorne Hill,band10,13089.096434210345,131261.26664000002,5,0.09971788913258611
Tawnaghmore,band10,116.66814591798439,53312.198016,1,0.0021883949688769177
Trillick,band10,9939.062051892275,82748.1740104,3,0.12011216163686111
Ardnagappary,bandinf,1330.900420663811,64732.298001200004,3,0.020560067566875794
Binbane,bandinf,2518.124564906682,239722.020896,15,0.010504352313962573
Cathaleen's Fall,bandinf,37836.68752279649,150907.2928,2,0.2507280252713969
Corderry,bandinf,3804.647743808547,161427.98005349998,7,0.02356870068341078
Cunghill,bandinf,26421.967378003443,96202.90872,2,0.2746483212363669
Garvagh,bandinf,6028.633316172189,212490.4786,3,0.028371310356548787
Glenree,bandinf,1072.5913644195584,212528.47622199997,4,0.005046812471845731
Lenalea,bandinf,2552.4294216322587,87017.38938000001,1,0.02933240631347769
Meentycat,bandinf,22209.395885398797,241958.20250880002,3,0.09179021688504667
Moy,bandinf,10.59732,16387.36008,1,0.0006466764596778177
Mulreavy,bandinf,60889.71790342335,265044.892185,4,0.22973360249071553
Sligo,bandinf,19254.419337715703,47356.4427768,3,0.4065850010834951
Sorne Hill,bandinf,6054.570963418143,131261.26664000002,5,0.046126104969134114
Tawnaghmore,bandinf,13.503450323794615,53312.198016,1,0.00025329006918345354
Trillick,bandinf,4963.883174443496,82748.1740104,3,0.05998782733042087
