check,row,hour1,hour2,dF_from_PTDF,dF_from_flows,abs_diff,bus,F,sign_F,SF_raw,SF_eff,dF_for_1MW_cut,d_absF,relieves,consistent,d_absF_plus_SF_eff
finite_difference,FLG_SLIGO_N1,2030-01-13 08:00:00,2030-07-02 12:00:00,-86.3716359255537,-86.3716359249978,5.55900214749272e-10,,,,,,,,,,
finite_difference,T25221_N1,2030-01-13 08:00:00,2030-07-02 12:00:00,44.67186099328728,44.671860992947444,3.398383796593407e-10,,,,,,,,,,
finite_difference,T25222_N1,2030-01-13 08:00:00,2030-07-02 12:00:00,42.960166845535426,42.96016684520856,3.268638693043613e-10,,,,,,,,,,
finite_difference,FLG_SLIGO_N0,2030-01-13 08:00:00,2030-07-02 12:00:00,-54.871436471515636,-54.871436471195324,3.2031266528065316e-10,,,,,,,,,,
unit_cut,FLG_SLIGO_N1,2030-01-13 08:00:00,,,,,1341,-230.4980392848728,-1.0,-0.2095902009888539,0.2095902009888539,0.20959020098993347,-0.2095902009899362,True,True,-1.0823009155558339e-12
unit_cut,FLG_SLIGO_N1,2030-01-13 08:00:00,,,,,1571,-230.4980392848728,-1.0,-0.2095933736194097,0.2095933736194097,0.20959337362070296,-0.20959337362069164,True,True,-1.2819467709590526e-12
unit_cut,FLG_SLIGO_N1,2030-01-13 08:00:00,,,,,1631,-230.4980392848728,-1.0,-0.1831223967411449,0.1831223967411449,0.18312239674151548,-0.18312239674150987,True,True,-3.649858193455202e-13
unit_cut,FLG_SLIGO_N1,2030-01-13 08:00:00,,,,,17010,-230.4980392848728,-1.0,-0.209622281835699,0.209622281835699,0.2096222818366326,-0.20962228183663,True,True,-9.310052728750406e-13
unit_cut,FLG_SLIGO_N1,2030-01-13 08:00:00,,,,,1931,-230.4980392848728,-1.0,-0.242650732565758,0.242650732565758,0.24265073256608016,-0.2426507325660907,True,True,-3.327060849045438e-13
unit_cut,FLG_SLIGO_N1,2030-01-13 08:00:00,,,,,2671,-230.4980392848728,-1.0,-0.1831223967411281,0.1831223967411281,0.18312239674157668,-0.18312239674156672,True,True,-4.386213614537837e-13
unit_cut,FLG_SLIGO_N1,2030-01-13 08:00:00,,,,,3591,-230.4980392848728,-1.0,-0.20959790712023,0.20959790712023,0.20959790712139534,-0.20959790712140602,True,True,-1.1760314944098127e-12
unit_cut,FLG_SLIGO_N1,2030-01-13 08:00:00,,,,,4041,-230.4980392848728,-1.0,-0.09003684084852,0.09003684084852,0.09003684084879933,-0.09003684084879637,True,True,-2.763761441926249e-13
unit_cut,FLG_SLIGO_N1,2030-01-13 08:00:00,,,,,4071,-230.4980392848728,-1.0,-0.2096001742006303,0.2096001742006303,0.2096001742017912,-0.2096001742017961,True,True,-1.1658174425832613e-12
unit_cut,FLG_SLIGO_N1,2030-01-13 08:00:00,,,,,4091,-230.4980392848728,-1.0,-0.2096021557744789,0.2096021557744789,0.20960215577554386,-0.2096021557755421,True,True,-1.0631773239566655e-12
unit_cut,FLG_SLIGO_N1,2030-01-13 08:00:00,,,,,4371,-230.4980392848728,-1.0,-0.1489190966310668,0.1489190966310668,0.14891909663134853,-0.14891909663134584,True,True,-2.7902680166391747e-13
unit_cut,FLG_SLIGO_N1,2030-01-13 08:00:00,,,,,4981,-230.4980392848728,-1.0,-0.3180158733296525,0.3180158733296525,0.31801587333006087,-0.31801587333006864,True,True,-4.1616710078073993e-13
unit_cut,FLG_SLIGO_N1,2030-01-13 08:00:00,,,,,4991,-230.4980392848728,-1.0,-0.2095995795147028,0.2095995795147028,0.20959957951587965,-0.20959957951586716,True,True,-1.1643741526512486e-12
unit_cut,FLG_SLIGO_N1,2030-01-13 08:00:00,,,,,5241,-230.4980392848728,-1.0,-0.0900368408485194,0.0900368408485194,0.09003684084879944,-0.09003684084879637,True,True,-2.7697288906836093e-13
unit_cut,FLG_SLIGO_N1,2030-01-13 08:00:00,,,,,5361,-230.4980392848728,-1.0,-0.2095995795147037,0.2095995795147037,0.20959957951587949,-0.20959957951586716,True,True,-1.1634582186559328e-12
