StartTime,band0_maxdiv_pp,band1_maxdiv_pp,band2_maxdiv_pp,band3_maxdiv_pp,band5_maxdiv_pp,band10_maxdiv_pp,bandinf_maxdiv_pp,observed_maxdiv_pp
2026-06-09 01:30:00,21.227645340059965,21.227645340059965,21.227645340059965,21.227645340059965,21.227645340059965,21.227645340059965,21.227645340059965,9.019113861786042
2026-06-09 02:00:00,17.489584334856055,17.489584334856055,17.489584334856055,17.489584334856055,17.489584334856055,17.489584334856055,31.588492499315596,15.040543565100329
2026-06-09 02:30:00,14.670960068430889,14.73158839314112,14.73158839314112,14.73158839314112,14.73158839314112,14.73158839314112,39.596670695935096,14.686215333705748
2026-06-09 03:00:00,12.163099659921372,12.116989650347989,12.24082222610709,12.24082222610709,12.24082222610709,12.24082222610709,44.06982776098199,15.481120751696334
2026-06-09 03:30:00,9.371262944919787,9.329974367976412,9.27473818015298,11.46186529178214,9.440858552985928,9.440858552985928,48.08242032957042,20.344892567665646
2026-06-09 04:00:00,5.803451396842794,6.137723568778494,5.948463085990716,8.757152253801948,15.524849697302686,17.535621898352556,51.78778321551466,24.30096591466735
2026-06-09 04:30:00,10.500913478002447,5.292071031275976,7.474622322702255,5.017809180391374,11.024150740453262,13.373766914661944,54.25786388676862,27.95758777950305
2026-06-09 05:00:00,8.150884295483726,9.643476973151053,5.970859185729957,9.973668163896651,10.169466150070356,14.67359217060244,56.71285921418612,29.45821310655558
2026-06-09 05:30:00,6.576275358270804,7.350492317729806,9.02977985374145,7.546679246594137,7.558914319748262,16.29420384713807,58.91834675987948,29.261912002951384
2026-06-09 06:00:00,6.776507666667777,5.884940332626039,6.967599471504666,5.991430007259855,6.298926401290839,13.97594974784592,61.76835142092627,27.94599758108821
2026-06-09 06:30:00,5.827732166189355,5.117756773857107,5.4582334198100995,5.970279327152673,8.397054683376165,12.771862721580568,63.394311383110725,27.93759120797294
2026-06-09 07:00:00,5.258733407813991,4.579876674330924,7.002273615097929,7.903637058672926,7.917961468085211,12.143602919187373,65.14618879571258,28.629211254796694
2026-06-09 07:30:00,9.33163173424747,8.993577212460425,6.366766384203931,7.214267430088073,10.543745937489145,12.630632450150253,67.08953792991153,29.117235791409996
2026-06-09 08:00:00,19.55093223778673,7.419981516283286,7.120588439738339,8.339508792525773,8.497368531924543,10.194908420400886,67.81851787882347,30.299428170357263
2026-06-09 08:30:00,14.465137155223617,6.728203325717157,10.329998448011088,7.575404127159614,10.500437565314034,13.51841937862884,68.56707741804688,30.903050195897457
2026-06-09 09:00:00,10.173696577013706,12.090294112149088,7.428971661434101,7.5191816040134665,8.487330805544463,11.184895971024158,69.39057189321605,32.582460453883684
2026-06-09 09:30:00,8.045826974334355,9.744162802565064,5.1190624600927155,10.737278177329948,9.924874871377503,15.137411672201829,70.38084383264422,33.71498926812935
2026-06-09 10:00:00,5.956979538986825,7.582270063639504,8.30543931830944,8.261314627841209,8.003893013947222,14.21812007989764,71.13377193922749,33.342300075870156
2026-06-09 10:30:00,4.459326487899731,5.952044262181419,6.540299538010022,6.847571551619677,9.561455085906045,12.325124474708302,71.77101744530516,33.07104902497717
2026-06-09 11:00:00,3.7350786600508057,5.117628456155732,6.0174432645276905,6.890055856246546,9.18771780765153,12.096524390863808,71.45881163848567,31.814457527249786
2026-06-09 11:30:00,3.1481015017895215,4.437698379479546,5.416197310766652,6.745200756736875,8.764255941473557,11.753422119203867,70.51299789839081,30.10181912994756
2026-06-09 12:00:00,2.8244686832700623,4.277665695052904,5.02336272394994,6.267741629168078,8.291103245429987,11.013405404481626,68.22635417302433,29.174941996755667
2026-06-09 12:30:00,2.593661475647102,4.096300932215654,4.590386283126375,5.924699721420794,8.078332108202401,10.456422391469598,66.56029820144143,27.94710326233324
2026-06-09 13:00:00,2.344140745380935,4.012928563718137,4.4019186465285145,5.72115216018298,7.944982729942683,10.206898098524062,65.71035507358476,27.242677717745245
2026-06-09 13:30:00,2.106169017760347,3.93215210929362,4.244644300923395,5.46431605508714,7.723065873362627,11.102347003345638,64.66934723898807,26.300220451651025
2026-06-09 14:00:00,2.0352027776513,3.8842660030695866,4.103834508839206,5.348928097461954,7.546452160228431,10.826021976400819,64.25194755811596,25.201111964336555
2026-06-09 14:30:00,1.9495853763015019,3.8134529739723853,3.970702437463822,5.194584141355432,7.2624936604055845,10.516608925900336,63.73563100166331,24.27195417930228
2026-06-09 15:00:00,1.8610636657342527,3.794149729883825,3.9432415973802453,5.026790486829613,7.129474310883148,10.19798166042216,63.17358856734931,23.789767221073316
2026-06-09 15:30:00,1.8629330820774337,3.8308190335239813,3.976645414560781,4.9807877937118645,7.1574415836586605,10.062778283507429,63.37556018829205,23.451441548276076
2026-06-09 16:00:00,1.8751460997359555,3.8201908246447798,3.9597670583674778,4.967629515814323,7.157122233850524,9.991915712728952,63.852008414502684,23.07763962980157
2026-06-09 16:30:00,1.8846379645594615,3.796857248046459,3.9337849592367693,5.0325451552243,6.984826956688361,10.052744351240523,64.00172612137234,23.298811319125257
2026-06-09 17:00:00,2.009819135963263,3.6650688143255477,3.7987958637962644,5.132157071834189,6.755713816550737,10.116705734924887,63.730863516004774,22.632956303228397
2026-06-11 04:00:00,0.9358603302118206,3.2435104304131155,3.81118287038023,4.834993594716789,5.308543059508048,6.957096823787263,29.694943948769758,11.522315740080273
2026-06-11 04:30:00,0.7873056426724235,2.8861920866165387,3.438076413990122,4.429794190813433,4.888575796602416,9.730926237610928,31.738550153442258,11.683644002942888
2026-06-11 05:00:00,2.504336293908086,2.589069140181196,3.125730800924023,4.08996155244457,7.404492284550554,12.10961880160303,33.49269441464281,11.384507957654924
2026-06-11 05:30:00,2.2851788341818793,2.3685239213100395,2.8952726095842456,3.8416628513088815,7.094392641151853,11.711788564962502,34.5753641741845,11.032994171145367
2026-06-11 06:00:00,2.1721189689015734,2.245106748129471,2.7743012727754204,3.7085349003530803,6.919662844840063,11.478003597411831,35.333778704740546,10.78481845213823
2026-06-11 06:30:00,1.9989791442999727,2.0825875707977337,2.6035454026787033,3.523157261918718,6.683504597183965,11.16975849254679,36.243224474779026,10.553682759707083
2026-06-11 07:00:00,1.7429307727416035,2.3909508013238767,2.9766960627506722,3.2584683547428184,6.36196328809632,10.765617973731512,37.237819234055294,10.467607081251264
2026-06-11 07:30:00,1.4818402280788394,2.594774793372486,2.7132124848765398,3.1432278313235855,6.041898882348519,10.366097450087604,38.18359764071834,10.410662565917432
2026-06-11 08:00:00,1.0986938709754583,2.2469598287110517,2.48690240453677,4.707801608462482,5.58147375128473,9.829064525523082,39.17001335438489,10.413375458396194
2026-06-11 08:30:00,1.1841062555271502,1.737316616886462,3.4056987605363997,4.0748680133405,5.760650381872259,11.37647580844775,40.05813532851697,10.297790433299316
2026-06-11 09:00:00,1.760833215925113,2.4364245005618614,2.6775433751428155,3.26594058513724,6.151093036518815,10.459069564011221,40.58210384212957,9.93506397056119
2026-06-11 09:30:00,0.9287521888578023,2.2752342468766034,2.6922216664699,3.6494236718922477,5.971089547274152,10.13625582943003,40.991253071240706,9.456942602974857
2026-06-11 10:00:00,0.8990887805055386,2.1331439646655346,2.649292048311576,3.5977418198181996,5.879816826268542,9.983941164730599,40.86478519560535,9.271516648116366
2026-06-11 10:30:00,0.8792087707612084,2.0064474260440988,2.6182641040492656,3.520680104553331,5.748525100712132,10.339104131534166,40.813627229911845,9.108490261463226
2026-06-11 11:00:00,0.8832365277392284,1.884634387063895,2.5759147236168305,3.4915539090340646,5.611237992669498,10.22711127028128,40.88621552644773,8.967013020676394
2026-06-11 11:30:00,1.675108757841344,2.186869287590204,2.7394332792770717,2.97956720670869,5.5656341397328575,10.281196092921473,40.996610729493305,8.195351576638041
2026-06-11 12:00:00,1.0185650498428207,2.133199454625273,2.354716547940325,3.35456610275625,5.248078098775717,10.017869869831616,41.11655072359959,7.809097409445159
2026-06-11 12:30:00,1.0068851124853049,1.9105665625303052,3.4635823920857733,3.539813083654707,5.3952092291534415,10.441058305841102,41.24169710005018,7.37845005763911
2026-06-11 13:00:00,0.7635424687548104,1.9233608501207158,2.7589475108616464,3.920275462921434,4.90763703113823,10.269032206369312,41.31410248223231,7.267955928416763
2026-06-11 13:30:00,0.9964708026290945,2.010356553532379,2.8532973220018603,3.544691182945811,5.348102687104775,10.413936490351563,41.417872773348726,7.6744612789095665
2026-06-11 14:00:00,0.8176960055326643,1.4548300827909673,2.361168365383098,3.617634667747764,5.2160595734017505,9.88053155370273,41.69283309691847,8.085913352486553
2026-06-11 14:30:00,1.7241020258931872,1.8398991530987494,3.050313872062782,3.641823145374648,5.46000286229903,10.745248731629086,41.958595222798166,8.053399822729174
2026-06-11 15:00:00,0.8935761417034144,1.5111179884328196,2.3777057190993642,3.671785618140147,5.184139853485514,9.858159166325892,42.35707843098182,8.075687259570492
2026-06-11 15:30:00,2.2897573473518023,2.2689267077969353,2.603520392667674,3.532262491067019,5.951972806762167,10.554446993776688,42.87790906077624,8.393942600217331
2026-06-11 16:00:00,1.668599306824907,1.917804035457131,2.2901663617200128,3.8424800293838297,5.587166576844796,10.752395498122103,43.28415315202804,8.729603233171602
2026-06-11 16:30:00,1.2961194908158669,1.4477523078544288,3.036522639926373,3.424975677792816,5.460836117544527,10.747826628736695,43.756989887173944,8.797799230706985
2026-06-11 17:30:00,0.9591560236906965,2.1521124801072142,2.6525785314048145,3.447650894742664,6.3580154742145,10.168117766099785,43.492721043552315,8.720063585726182
2026-06-11 18:00:00,1.6585976894547383,2.3700417388222315,2.8611013449926395,4.2451820946370376,5.748439668827535,11.418374687851376,43.62939145784935,8.927722157323403
2026-06-11 18:30:00,1.0608063464228379,2.5629705415993493,3.0247939173283998,3.6011061213752833,5.519321444930061,10.639808422729512,43.776110002587465,9.018953758260947
2026-06-11 19:00:00,1.059675489396414,2.275995378894427,3.8664687817300147,3.6183800494724223,5.389115800609639,10.353379643742333,43.88266463957769,8.866751977647356
2026-06-11 19:30:00,0.7921948875265733,2.163958812170974,3.6029824297703046,3.45420778718907,5.328102599061199,10.26727735179304,44.194963598372695,8.638491004684305
2026-06-11 20:00:00,0.652423843118885,2.155861475311549,3.4984249360409865,3.3355463904282705,5.355175795707878,10.22404442942961,44.547023078661226,8.529823426942606
2026-06-11 20:30:00,0.6044279256586821,2.151459568437036,3.4312573538808397,3.247569116463983,5.318423327321509,10.158471831259734,44.901774650394074,8.438192257361225
2026-06-11 21:00:00,0.5837099253176575,2.158508892885849,3.366720828031916,3.185609895939581,5.362913707134659,10.07602063419979,45.12888941182397,8.460696692790789
2026-06-11 21:30:00,0.8079273028542194,2.158014669480726,3.268832053481299,3.1676767924295133,5.339683113162823,10.056035065083973,45.250627422042236,8.314033647820324
2026-06-11 22:00:00,0.8204274000221196,2.2094472046403717,3.231911005427776,3.2209265313510205,5.388799103215004,10.092401570642824,45.38506864181643,8.290628937830336
2026-06-11 22:30:00,0.8501579559821115,2.249582522402402,3.1266775831007454,3.289144287215956,5.4533449016293645,10.105003663170315,45.4211117543334,8.293115239175666
2026-06-11 23:00:00,0.8052408047789533,2.2132041091348755,2.951505403032578,3.359955023288759,5.440762769441195,10.072612825289712,45.491285218619986,8.216089734151364
2026-06-11 23:30:00,0.735607801165794,2.1230914590682133,2.7925053188158437,3.253289313707519,5.398579360983943,10.712811654246538,45.845855022344544,8.1699592095226
2026-06-12 00:00:00,0.6574208240859081,1.8606792890178774,2.604760309283019,4.206016883019934,6.21966526874313,10.52638339638248,46.05310932370886,8.080495028700756
2026-06-12 00:30:00,0.6056770259812355,1.9365484368204566,2.6299392229625465,3.9027852415866926,5.8900650074991345,11.013887824596374,46.1645573113955,8.234446668703441
2026-06-12 01:00:00,0.7444254116482724,1.7388610144737942,2.954252564886489,3.739452958076819,5.698468282145408,10.725436338564984,46.26903289692328,9.178873815922254
2026-06-12 01:30:00,0.7268017550027178,1.5419394951555891,2.671219339985456,3.452281761332887,5.405223792348404,10.422472097334873,46.390036681165505,10.191530337598087
2026-06-12 02:00:00,0.6816231564674285,1.560616840548526,2.69645608301623,3.473969407678698,5.415658331946968,10.325742407105352,46.53456059904185,10.13768697141375
2026-06-12 02:30:00,0.6335799900951733,1.5753656745925548,2.7383539292415824,3.5127151455257524,5.450338066671385,10.33720056152745,46.752754007216225,10.117135510731506
2026-06-12 03:00:00,0.6121108377378476,1.6149891875764903,2.7475757710124586,3.518988244445473,5.44952512384486,10.335093823231288,46.88209654964734,10.094657593165978
