hour,rule1,rule2,rule3,rule1N,band0,band1,band2,band3,band5,band10,bandinf
2030-01-01 00:00:00,46.081192208663246,33.07076008508813,33.07076008508813,46.7264665826452,33.07076008508813,33.07076008508813,33.07076008508813,33.07076008508813,33.07076008508813,33.07076008508813,33.07076008508813
2030-01-01 01:00:00,76.94830057933223,59.61732219299427,59.617322192994266,78.12978039644376,71.26968037420916,71.26968037420916,71.26968037420916,71.26968037420916,71.26968037420916,71.26968037420916,59.61732219299427
2030-01-01 02:00:00,210.39155291154302,188.4328977466459,188.43289774664584,211.43587045502926,213.17234320039114,213.17234320039114,213.17234320039114,213.17234320039114,213.17234320039114,213.1706173418965,188.4328977466459
2030-01-01 03:00:00,82.57988138693463,65.44118882893899,65.44118882893898,83.56385221839032,83.98241034685607,83.98241034685607,83.98241034685607,83.98241034685607,83.98241034685607,74.57684446535481,65.44118882893899
2030-01-01 04:00:00,119.12465300607863,98.3798117179808,98.37981171798077,120.20020953323754,127.25566564091898,111.40443007472864,111.40443007472864,111.40443007472864,110.96696877522906,107.85270896550458,98.3798117179808
2030-01-01 05:00:00,185.94473343561725,163.85288308770015,163.85288308770015,187.03857025674682,184.5099399694068,174.6861466615437,174.6861466615437,174.6861466615437,174.68606083405948,188.47629933007477,163.85288308770015
2030-01-01 06:00:00,172.99280331295262,151.42627220838523,151.42627220838523,173.87550597441398,168.85776701462893,178.13011716477686,178.13011716477686,176.24575206510326,175.99919704558005,165.17196784737786,151.42627220838523
2030-01-01 07:00:00,146.64837462906013,124.80476460147521,124.80476460147521,147.60340971044008,149.15395644323561,155.3736740277041,151.67223932098685,139.28819119729258,139.11599076951245,135.6188862226005,124.80476460147521
2030-01-01 08:00:00,138.85401368978754,117.93674515468072,117.9367451546807,139.66591630602596,134.25126496784867,141.99014216632182,124.54943715518083,128.61329663886968,128.61329663886968,141.58850350395934,117.93674515468072
2030-01-01 09:00:00,185.5482541106461,163.3038594340941,163.30385943409408,186.6182341173998,174.18741792525904,177.92734403031565,182.6317591431158,191.7333026704822,188.12810401387281,177.16971516860497,163.3038594340941
2030-01-01 10:00:00,175.67005607146257,153.5890612445547,153.5890612445547,176.67612196749823,178.2909737402923,174.56040523502145,181.35469385972985,178.293178493777,167.42478435195153,164.46023070568992,153.5890612445547
2030-01-01 11:00:00,84.01369564964152,66.48581078044154,66.48581078044154,84.73538393822074,86.05357942784478,75.41714529561062,79.8547876990659,66.48581078044154,73.09432992489019,75.41478626791385,66.48581078044154
2030-01-01 12:00:00,16.69493652604923,11.148025989520875,11.148025989520875,16.762091593618095,12.667755196102267,17.071130748187592,11.305052952587513,17.07150916957253,17.06926330092547,17.07078067194234,11.148025989520875
2030-01-01 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01 15:00:00,22.21754061513697,15.334195568330463,15.334195568330463,22.457405386328013,22.687043298077327,22.562820214985976,20.445510967441194,22.561355372714697,22.562820214985976,16.58495627874653,15.334195568330463
2030-01-01 16:00:00,30.732290122703272,21.876423301904197,21.876423301904197,30.880883677664972,31.276457652461872,31.27797040764026,31.274927663439808,31.27675679690068,31.27675679690068,28.341455184374293,21.876423301904197
2030-01-01 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01 21:00:00,42.56603172024155,32.7870899100467,32.7870899100467,42.37234852702791,44.06425688734439,43.34239430638299,43.34392429540506,43.34392429540506,43.34392429540506,43.34239430638299,32.7870899100467
2030-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-02 17:00:00,21.61215714819523,15.631794367044353,15.631794367044353,21.446986856203353,22.034226480131522,22.035679856581748,22.034164895451852,19.96783779199408,16.352069853586734,16.352069853586734,15.631794367044353
2030-01-02 18:00:00,120.21924394814002,100.31454711769254,100.31454711769253,120.76736822495151,122.34862878835972,122.34690300656996,122.34767812403678,122.34599755381893,115.30356546499156,104.79970961868865,100.31454711769254
2030-01-02 19:00:00,148.99280964778401,127.65495304589159,127.65495304589157,149.74786837814008,151.5515391342061,144.43824785140777,144.4389725290804,144.43729201488404,151.5486744949541,138.43100655201116,127.65495304589159
