element,contingency,lodf_kit,bodf_pypsa,abs_diff,agree_1e6,denom,P_e_ref
2521-4981-1,2522-5042-1,0.30413898722544724,0.3041389872250293,4.179434576201402e-13,True,0.22426420532838776,0.009644640657942927
T2522-2521-25221-1-w1,2522-5042-1,-0.29243422695476495,-0.29243422695453997,2.2498669594028797e-13,True,0.22426420532838776,-0.007114539690267943
T2522-2521-25222-2-w1,2522-5042-1,-0.28122900864169764,-0.28122900864148115,2.1649348980190553e-13,True,0.22426420532838776,-0.006841931482752063
