hour,F_FLG_SLIGO_N1,O_FLG_SLIGO_N1,F_T25221_N1,O_T25221_N1,F_T25222_N1,O_T25222_N1,F_FLG_SLIGO_N0,O_FLG_SLIGO_N0,n_rows_over
2030-01-01 00:00:00,-65.57850877147845,0.0,49.51829742140786,0.0,47.62090210323219,0.0,-39.74418688729339,0.0,0
2030-01-01 02:00:00,-58.57063900678369,0.0,26.16653127055513,0.0,25.16390685673224,0.0,-37.44439113302182,0.0,0
2030-01-01 04:00:00,-76.98996750920787,0.0,49.321327043486214,0.0,47.431479050084434,0.0,-48.03153378136159,0.0,0
2030-01-01 06:00:00,-74.38385565006291,0.0,46.59102297946174,0.0,44.805792196627394,0.0,-46.27198352991294,0.0,0
2030-01-01 08:00:00,-47.844253672099775,0.0,10.46391985410779,0.0,10.06297326315401,0.0,-32.47897080818022,0.0,0
2030-01-01 10:00:00,-44.51252418454579,0.0,15.845207808282854,0.0,15.23806611164693,0.0,-29.195702569530038,0.0,0
2030-01-01 12:00:00,27.931804105230437,0.0,-37.82057662376125,0.0,-36.37140351496198,0.0,13.67515703012757,0.0,0
2030-01-01 14:00:00,20.722007137985212,0.0,-32.601636575671435,0.0,-31.352437878932733,0.0,9.887057262115716,0.0,0
2030-01-01 16:00:00,-37.383719515409304,0.0,6.930165369272975,0.0,6.664621842726843,0.0,-24.85088191174276,0.0,0
2030-01-01 18:00:00,-49.39323184342716,0.0,20.28763504233281,0.0,19.51027261772055,0.0,-31.638379169695096,0.0,0
2030-01-01 20:00:00,-63.903386923894736,0.0,32.52827811311855,0.0,31.28189029661294,0.0,-40.10053798854332,0.0,0
2030-01-01 22:00:00,-35.08541620917457,0.0,10.04128537079533,0.0,9.656532888518424,0.0,-23.222070338426697,0.0,0
2030-01-02 00:00:00,-25.613868492033134,0.0,-1.1102982586403893,0.0,-1.0677548993686292,0.0,-17.977419732075802,0.0,0
2030-01-02 02:00:00,-46.006359303159144,0.0,9.219091208099755,0.0,8.865842784648917,0.0,-30.732572088982756,0.0,0
2030-01-02 04:00:00,-40.60315287178673,0.0,9.116254264918625,0.0,8.766946250259862,0.0,-26.8993369464384,0.0,0
2030-01-02 06:00:00,-80.44775343786824,0.0,45.70505425494542,0.0,43.953771184320196,0.0,-49.65837591831949,0.0,0
2030-01-02 08:00:00,-116.78294255945006,0.0,76.19126012234821,0.0,73.27183542945586,0.0,-70.57820155282326,0.0,0
2030-01-02 10:00:00,-61.35285465698146,0.0,35.77287325140326,0.0,34.402162105031024,0.0,-37.74316190617833,0.0,0
2030-01-02 12:00:00,-55.030000421757904,0.0,32.736374981210375,0.0,31.482013505596786,0.0,-33.831385299591716,0.0,0
2030-01-02 14:00:00,-35.28383283199148,0.0,11.302260876399256,0.0,10.86919152651463,0.0,-23.21958038975818,0.0,0
2030-01-02 16:00:00,-88.83972297177223,0.0,52.63731881333794,0.0,50.62041178142193,0.0,-54.576453208801894,0.0,0
2030-01-02 18:00:00,-105.3794609231708,0.0,63.25859047404785,0.0,60.83470759337439,0.0,-64.87796178557332,0.0,0
2030-01-02 20:00:00,-92.77214946340757,0.0,44.51681262298233,0.0,42.81105947213928,0.0,-58.51067444966832,0.0,0
2030-01-02 22:00:00,-84.66581400708456,0.0,59.04459915175441,0.0,56.782184007697765,0.0,-50.65148054073673,0.0,0
2030-01-03 00:00:00,-25.998699116214567,0.0,-1.5481150624418776,0.0,-1.4887958526863816,0.0,-18.43264390398191,0.0,0
2030-01-03 02:00:00,-66.5136688596236,0.0,44.80659416644245,0.0,43.089737440305335,0.0,-40.15728938710411,0.0,0
2030-01-03 04:00:00,-50.08580905726087,0.0,25.885697198882973,0.0,24.89383351958699,0.0,-31.373816544626866,0.0,0
2030-01-03 06:00:00,-65.67854213056202,0.0,39.60768167250896,0.0,38.090031961541335,0.0,-40.90922411126217,0.0,0
2030-01-03 08:00:00,-50.03604097995249,0.0,19.1807559311356,0.0,18.445805854134917,0.0,-32.87848606191166,0.0,0
2030-01-03 10:00:00,29.35689147022385,0.0,-36.39177841944989,0.0,-34.99735264980902,0.0,14.689382000122032,0.0,0
2030-01-03 12:00:00,-29.634942805146114,0.0,-1.5232384664451466,0.0,-1.4648724545828085,0.0,-21.73147185597744,0.0,0
2030-01-03 14:00:00,-26.214527028535244,0.0,5.817249828050997,0.0,5.59434994733677,0.0,-17.88633437353849,0.0,0
2030-01-03 16:00:00,-27.54273541477458,0.0,2.705927588878774,0.0,2.6022444130464955,0.0,-19.25440861981298,0.0,0
2030-01-03 18:00:00,-18.29706029893259,0.0,-9.506257525433497,0.0,-9.14200573445139,0.0,-14.53335797815125,0.0,0
2030-01-03 20:00:00,-17.691103451602814,0.0,-6.0644763259629935,0.0,-5.832103453968896,0.0,-13.577064545209122,0.0,0
