generator,bus,psse_name,p_nom,accepted,P_2521-4981-1,P_T2522-2521-25221-1-w1,P_T2522-2521-25222-2-w1
27474-1,2742,GREAT ISLAND,465.5,True,0.006882114175815229,-0.007877864655705669,-0.007576008083623957
