station,n_units,SF_eff,avail_MWh,observed_cut_MWh,effectiveness_cut_MWh,band3_cut_MWh,r_observed,r_effectiveness
CUNGHILL,1,0.2946960353114989,3880.098000000023,270.98700000000014,1110.8970060608278,371.0059880734193,0.06984024630305691,0.28630642990481714
GLENREE,3,0.2413325972089368,36747.93800000007,2361.091500000001,5664.89031010386,3504.580158124817,0.06425099280400431,0.1541553245818541
MEENTYCAT,1,0.21868370281293054,41270.25750000011,2549.0779999999995,2911.243569756568,3908.807498616486,0.06176549782855105,0.07054095966705709
TRILLICK,2,0.21868307510562512,16968.938500000022,1285.6615000000002,211.2768796783888,1309.6255347184099,0.07576558191898677,0.012450801190562895
LENALEA,1,0.2186813098472881,14951.375000000016,1144.4049999999995,16.98354126170338,628.0358010541755,0.07654178963473247,0.0011359183527737992
BINBANE,2,0.2186731758137636,7227.685000000034,594.1485,0.0,225.75212601501423,0.08220453713740945,0.0
TAWNAGHMORE,1,0.2130033557065313,8442.656000000006,723.3634999999995,0.0,245.8006967616292,0.08567961314543657,0.0
CORDERRY,2,0.18715293614548784,8466.711000000025,705.0035000000001,0.0,150.98519368033539,0.08326769391325606,0.0
GARVAGH,2,0.18715293614548584,21689.569500000278,1210.72,0.0,93.2373065731201,0.05582037946857288,0.0
