Area,Subgroup,Node,Year,Generation Scenario,Grandfathering / Pro-rata,Generation Type,Installed (MW),Available Energy (GWh),Generation (GWh),Surplus (GWh),Curtailment (GWh),Constraint (GWh),Total Dispatch Down (GWh)
E,"E,F & I",drombeg,2030,33% ECP,Grandfathering,IE wind not priority,25.2,81.5899939577301,53.346603060332,13.23654914221,1.34017876612,13.666662989068,28.243390897398
I,"E,F & I",kilbarry,2030,33% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,33.1999767,38.87086472011,31.6782957157006,5.38601481215,0.722554056269999,1.08400013598931,7.19256900440931
E,"E,F & I",drombeg,2030,33% ECP,Grandfathering,IE Solar not priority,64.666652,75.71236282813,59.6408567318322,10.4908370471199,1.40738507518,4.17328397399771,16.0715060962977
E,"E,F & I",drombeg,2030,33% ECP + 1.3 GW Offshore,Grandfathering,IE wind not priority,25.2,81.5899939577301,50.7989630295268,18.2350227346801,1.40635929427,11.1496488992531,30.7910309282032
I,"E,F & I",kilbarry,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE Solar not priority,33.1999767,38.87086472011,28.0612230600242,8.84775514984999,0.82628647601,1.13560003422571,10.8096416600857
E,"E,F & I",drombeg,2030,33% ECP + 1.3 GW Offshore,Grandfathering,IE Solar not priority,64.666652,75.71236282813,57.8510847578077,12.7286336915,1.43164455113999,3.70099982768226,17.8612780703222
E,"E,F & I",drombeg,2030,33% ECP + 2.6 GW Offshore,Grandfathering,IE wind not priority,25.2,81.5899939577301,47.7362954669867,23.6445698174801,1.41669941729999,8.7924292559633,33.8536984907434
E,"E,F & I",garrow,2035,66% ECP + 4.7 GW Offshore,Grandfathering,IE wind priority,69.225,224.12965602072,220.24989061586,0,3.87976540485999,0,3.87976540485999
I,"E,F & I",kilbarry,2030,33% ECP + 2.6 GW Offshore,Grandfathering,IE Solar not priority,33.1999767,38.87086472011,28.9957224157065,7.60758943503999,0.734940365230002,1.53261250413348,9.87514230440348
E,"E,F & I",drombeg,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE wind not priority,25.2,81.5899939577301,43.2379495949977,25.3153600770501,1.40748290365999,11.6292013820222,38.3520443627323
I,"E,F & I",kilbarry,2030,33% ECP + 1.3 GW Offshore,Grandfathering,IE Solar not priority,33.1999767,38.87086472011,29.7008520872555,6.53490367772,0.735008915229997,1.90010003990442,9.17001263285441
E,"E,F & I",drombeg,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE Solar not priority,64.666652,75.71236282813,54.6574283082121,17.2335874942199,1.60943426178,2.21191276391781,21.0549345199178
E,"E,F & I",drombeg,2030,33% ECP Maintenance Sensitivity,Grandfathering,IE wind not priority,25.2,81.5899939577301,58.9057109927408,13.23654914221,1.34017876612,8.10755505665916,22.6842829649892
I,"E,F & I",kilbarry,2030,33% ECP,Grandfathering,IE Solar not priority,33.1999767,38.87086472011,30.6197242724604,5.38601481215,0.722554056269999,2.14257157922956,8.25114044764956
E,"E,F & I",drombeg,2030,33% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,64.666652,75.71236282813,61.702733815535,10.4908370471199,1.40738507518,2.111406890295,14.0096290125949
E,"E,F & I",drombeg,2030,100% ECP,Grandfathering,IE wind not priority,25.2,81.5899939577301,50.018784864856,21.7670211164701,1.38258458705999,8.42160338934401,31.5712090928741
I,"E,F & I",kilbarry,2030,Initial,Grandfathering,IE Solar not priority,9.9,11.591019,8.72951786546257,0.958641634339999,0.149351020059999,1.75350848013742,2.86150113453742
E,"E,F & I",drombeg,2030,100% ECP,Grandfathering,IE Solar not priority,94,110.05614,70.803903326887,34.92687480834,2.41574317816,1.90961868661296,39.2522366731129
E,"E,F & I",drombeg,2030,100% ECP Maintenance Sensitivity,Grandfathering,IE wind not priority,25.2,81.5899939577301,52.3564891667872,21.7670211164701,1.38258458705999,6.08389908741271,29.2335047909428
E,"E,F & I",drombeg,2030,100% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,94,110.05614,71.786618217981,34.92687480834,2.41574317816,0.926903795518959,38.2695217820189
I,"E,F & I",cow cross,2035,100% ECP,Grandfathering,IE Solar not priority,12.95,15.1619895,10.2895415190565,3.41442446781,0.136837750459999,1.32118576267347,4.87244798094347
E,"E,F & I",drombeg,2030,33% ECP + 2.6 GW Offshore,Grandfathering,IE Solar not priority,64.666652,75.71236282813,56.4776387614271,14.8180025245699,1.43151102974999,2.98521051238284,19.2347240667028
E,"E,F & I",garrow,2035,100% ECP,Grandfathering,IE wind priority,69.225,224.12965602072,221.93932277172,0,2.19033324900002,0,2.19033324899999
I,"E,F & I",cow cross,2030,Initial,Grandfathering,IE Solar not priority,4.95,5.7955095,4.36475893274128,0.479320817169999,0.0746755100199996,0.876754240068714,1.43075056725871
I,"E,F & I",coolroe,2030,33% ECP + 1.3 GW Offshore,Grandfathering,IE Solar not priority,4.666662,5.46377453623,4.17481732159514,0.918560483969999,0.10331447538,0.267082255284852,1.28895721463485
E,"E,F & I",glanlee,2035,100% ECP,Grandfathering,IE wind not priority,36,116.55713422531,59.0609916938324,20.59652256365,0.388730731720002,36.5108892361075,57.4961425314775
E,"E,F & I",glanlee,2035,100% ECP,Grandfathering,IE wind priority,29.8,96.4834055532901,95.5405101999701,0,0.942895353319997,0,0.942895353319991
I,"E,F & I",coolroe,2030,33% ECP,Grandfathering,IE Solar not priority,4.666662,5.46377453623,4.30397602398312,0.757070129390009,0.10156379284999,0.301164590006874,1.15979851224687
E,"E,F & I",glenlara,2030,Initial,Grandfathering,IE Solar not priority,4.95,5.7955095,4.36475893274128,0.479320817169999,0.0746755100199996,0.876754240068714,1.43075056725871
E,"E,F & I",glenlara,2030,33% ECP,Grandfathering,IE Solar not priority,4.95,5.7955095,4.5652934193491,0.803035904569999,0.107730273659999,0.319449902420895,1.23021608065089
I,"E,F & I",castleview,2035,100% ECP,Grandfathering,IE Solar not priority,3.49,4.08612690000001,2.77301157541116,0.920180802500009,0.0368775096,0.356057012488837,1.31311532458884
E,"E,F & I",glenlara,2030,33% ECP + 1.3 GW Offshore,Grandfathering,IE Solar not priority,4.95,5.7955095,4.42829280156083,0.974331202019999,0.10958724948,0.283298246939161,1.36721669843916
E,"E,F & I",glenlara,2030,33% ECP + 2.6 GW Offshore,Grandfathering,IE Solar not priority,4.95,5.7955095,4.32316044239889,1.13426488347999,0.10957702895001,0.228507145171101,1.47234905760111
I,"E,F & I",castleview,2035,66% ECP + 4.7 GW Offshore,Grandfathering,IE Solar not priority,2.32666434,2.72408187585,1.89532856157771,0.611205814139999,0.0234460637600002,0.194101436372282,0.828753314272282
E,"E,F & I",glenlara,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE Solar not priority,4.95,5.7955095,4.18382986835953,1.31916923879999,0.123196413489999,0.169313979350465,1.61167963164046
E,"E,F & I",glanlee,2035,66% ECP + 4.7 GW Offshore,Grandfathering,IE wind priority,29.8,96.4834055532901,94.81324290874,0,1.6701626445501,0,1.67016264455009
E,"E,F & I",glenlara,2030,33% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,4.95,5.7955095,4.72312270614018,0.803035904569999,0.107730273659999,0.161620615629813,1.07238679385981
E,"E,F & I",glenlara,2030,100% ECP,Grandfathering,IE Solar not priority,4.95,5.7955095,3.72850341980665,1.83923436493,0.127212007829999,0.100559707433342,2.06700608019334
E,"E,F & I",glenlara,2030,100% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,4.95,5.7955095,3.78025276779512,1.83923436493,0.127212007829999,0.0488103594448813,2.01525673220488
I,"E,F & I",castleview,2035,66% ECP,Grandfathering,IE Solar not priority,2.32666434,2.72408187585,1.98601852443111,0.43247619237,0.0199933213899998,0.285593837658884,0.738063351418884
E,"E,F & I",glenlara,2035,66% ECP,Grandfathering,IE Solar not priority,4.95,5.7955095,4.22527286249146,0.920097117429999,0.04253597704,0.607603543038535,1.57023663750853
E,"E,F & I",glenlara,2035,66% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,4.95,5.7955095,4.55368667937172,0.920097117429999,0.04253597704,0.27918972615828,1.24182282062827
E,"E,F & I",glenlara,2035,66% ECP + 4.7 GW Offshore,Grandfathering,IE Solar not priority,4.95,5.7955095,4.03232912415401,1.30034604831999,0.0498817182699999,0.412952609255989,1.76318037584598
I,"E,F & I",castleview,2030,100% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,3.49,4.08612690000001,2.66526912320169,1.29675311785,0.08969089037,0.0344137685783104,1.42085777679831
E,"E,F & I",glenlara,2035,100% ECP,Grandfathering,IE Solar not priority,4.95,5.7955095,3.93306799376222,1.30512749922999,0.0523047772600007,0.505009229747776,1.86244150623777
I,"E,F & I",castleview,2030,100% ECP,Grandfathering,IE Solar not priority,3.49,4.08612690000001,2.62878321926639,1.29675311785,0.08969089037,0.070899672513609,1.45734368073361
E,"E,F & I",glenlara 220kv side,2030,Initial,Grandfathering,IE wind not priority,13.8,44.68023478634,22.6731328744983,5.33338290583,0.750035568690002,15.9236834373216,22.0071019118416
E,"E,F & I",glenlara 220kv side,2030,Initial,Grandfathering,IE wind priority,53,171.59800316509,167.01903880189,0,4.57896436320001,0,4.57896436320001
I,"E,F & I",castleview,2035,66% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,2.32666434,2.72408187585,2.14038392169985,0.43247619237,0.0199933213899998,0.131228440390149,0.583697954150149
E,"E,F & I",glenlara 220kv side,2030,33% ECP,Grandfathering,IE wind not priority,13.8,44.68023478634,29.2136159616021,7.24858643496,0.733907419579999,7.48412497019787,15.4666188247378
E,"E,F & I",glanlee,2035,66% ECP + 4.7 GW Offshore,Grandfathering,IE wind not priority,23.999976,77.70467844555,45.1850992683075,22.72669720694,0.469374410249997,9.32350756005247,32.5195791772424
E,"E,F & I",glanlee,2035,66% ECP Maintenance Sensitivity,Grandfathering,IE wind priority,29.8,96.4834055532901,95.66004010179,0,0.823365451500095,0,0.823365451500091
E,"E,F & I",glanlee,2030,Initial,Grandfathering,IE wind priority,29.8,96.4834055532901,93.9088180433401,0,2.57458750994999,0,2.57458750994999
E,"E,F & I",glanlee,2030,33% ECP,Grandfathering,IE wind not priority,11.999988,38.8523392226,25.4031189112377,6.30311233598,0.638179726639997,6.50792824874226,13.4492203113622
E,"E,F & I",glanlee,2030,33% ECP,Grandfathering,IE wind priority,29.8,96.4834055532901,93.59341922165,0,2.8899863316401,0,2.8899863316401
I,"E,F & I",coolroe,2035,100% ECP,Grandfathering,IE Solar not priority,14,16.39134,11.12382866928,3.69126969485,0.147932703249999,1.42830893261997,5.26751133071997
E,"E,F & I",glanlee,2030,33% ECP + 1.3 GW Offshore,Grandfathering,IE wind not priority,11.999988,38.8523392226,24.1899582049726,8.68333547585,0.669694232459999,5.3093513093174,14.6623810176274
E,"E,F & I",glanlee,2030,33% ECP + 1.3 GW Offshore,Grandfathering,IE wind priority,29.8,96.4834055532901,93.15191316883,0,3.33149238446009,0,3.33149238446008
I,"E,F & I",coolroe,2035,66% ECP + 4.7 GW Offshore,Grandfathering,IE Solar not priority,9.333324,10.92754907248,7.6030372101828,2.4518284811,0.0940529773899907,0.778630403807203,3.32451186229719
E,"E,F & I",glanlee,2030,33% ECP + 2.6 GW Offshore,Grandfathering,IE wind not priority,11.999988,38.8523392226,22.731546538437,11.25930770135,0.674618095430002,4.18686688738299,16.120792684163
E,"E,F & I",glanlee,2030,33% ECP + 2.6 GW Offshore,Grandfathering,IE wind priority,29.8,96.4834055532901,92.78105162663,0,3.70235392666009,0,3.70235392666008
I,"E,F & I",coolroe,2035,66% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,9.333324,10.92754907248,8.58606730768212,1.73486151678,0.0802024355499888,0.526417812467887,2.34148176479787
E,"E,F & I",glanlee,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE wind not priority,11.999988,38.8523392226,20.5894792176235,12.05492131493,0.670229283959997,5.53770940608645,18.2628600049764
E,"E,F & I",glanlee,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE wind priority,29.8,96.4834055532901,92.7354521438901,0,3.74795340939999,0,3.74795340939998
I,"E,F & I",coolroe,2035,66% ECP,Grandfathering,IE Solar not priority,9.333324,10.92754907248,7.96683648767579,1.73486151678,0.0802024355499888,1.14564863247421,2.9607125848042
I,"E,F & I",coolroe,2030,33% ECP + 2.6 GW Offshore,Grandfathering,IE Solar not priority,4.666662,5.46377453623,4.07570273868809,1.06933956153999,0.103304839819999,0.215427396181902,1.3880717975419
E,"E,F & I",glanlee,2030,33% ECP Maintenance Sensitivity,Grandfathering,IE wind not priority,11.999988,38.8523392226,28.0503105175625,6.30311233598,0.638179726639997,3.86073664241746,10.8020287050374
E,"E,F & I",glanlee,2030,100% ECP,Grandfathering,IE wind not priority,36,116.55713422531,71.4554069498947,31.0957444520899,1.97512083855001,12.0308619847752,45.1017272754152
E,"E,F & I",glanlee,2030,100% ECP,Grandfathering,IE wind priority,29.8,96.4834055532901,92.94554098032,0,3.53786457297009,0,3.53786457297009
I,"E,F & I",coolroe,2030,100% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,14,16.39134,10.6916239898697,5.20187497147,0.359791537199999,0.13804950146027,5.69971601013026
E,"E,F & I",glanlee,2030,100% ECP Maintenance Sensitivity,Grandfathering,IE wind not priority,36,116.55713422531,74.7949845240818,31.0957444520899,1.97512083855001,8.69128441058819,41.7621497012281
E,"E,F & I",glanlee,2030,100% ECP Maintenance Sensitivity,Grandfathering,IE wind priority,29.8,96.4834055532901,92.94554098032,0,3.53786457297009,0,3.53786457297009
I,"E,F & I",coolroe,2030,100% ECP,Grandfathering,IE Solar not priority,14,16.39134,10.5452621975791,5.20187497147,0.359791537199999,0.284411293750866,5.84607780242086
I,"E,F & I",coolroe,2030,33% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,4.666662,5.46377453623,4.45277116239855,0.757070129390009,0.10156379284999,0.152369451591441,1.01100337383144
E,"E,F & I",glanlee,2035,66% ECP,Grandfathering,IE wind not priority,23.999976,77.70467844555,38.4177300197885,12.4064093035299,0.238163347720004,26.6423757745114,39.2869484257614
E,"E,F & I",glanlee,2035,66% ECP,Grandfathering,IE wind priority,29.8,96.4834055532901,95.66004010179,0,0.823365451500095,0,0.823365451500091
I,"E,F & I",coolroe,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE Solar not priority,4.666662,5.46377453623,3.94434744672726,1.24365999156999,0.116144650759999,0.159622447172736,1.51942708950273
E,"E,F & I",glanlee,2035,66% ECP Maintenance Sensitivity,Grandfathering,IE wind not priority,23.999976,77.70467844555,46.6323105808189,12.4064093035299,0.238163347720004,18.427795213481,31.072367864731
E,"E,F & I",glanlee,2030,33% ECP Maintenance Sensitivity,Grandfathering,IE wind priority,29.8,96.4834055532901,93.59341922165,0,2.8899863316401,0,2.8899863316401
E,"E,F & I",knockearagh,2035,100% ECP,Grandfathering,IE wind priority,9.35,30.27247791672,29.97663658953,0,0.29584132719,0,0.295841327189998
E,"E,F & I",knockearagh,2035,100% ECP,Grandfathering,IE Solar not priority,4.99,5.8423419,3.96485036143759,1.31567398403,0.0527274421200001,0.509090112412404,1.8774915385624
H2,H2 & K,lodgewood,2035,100% ECP,Grandfathering,IE Solar not priority,109,127.61829,93.4575267932588,28.73917119596,1.1517617603699,4.26983025041117,34.1607632067411
E,"E,F & I",tralee,2030,33% ECP,Grandfathering,IE Solar not priority,45.0666315,52.76446282656,41.5641204476738,7.31113599831999,0.980816272460003,2.9083901081062,11.2003423788861
E,"E,F & I",tralee,2030,33% ECP + 1.3 GW Offshore,Grandfathering,IE wind priority,15,48.56547259417,46.88854689713,0,1.67692569703999,0,1.67692569703999
H2,H2 & K,lodgewood,2035,66% ECP + 4.7 GW Offshore,Grandfathering,IE Solar not priority,72.666594,85.07877492118,62.3258805776677,19.08923603117,0.732269610380001,2.93138870196228,22.7528943435122
E,"E,F & I",tralee,2030,33% ECP + 1.3 GW Offshore,Grandfathering,IE Solar not priority,45.0666315,52.76446282656,40.3168161335723,8.87067176558,0.99772286692,2.57925206048769,12.4476466929876
E,"E,F & I",tralee,2030,33% ECP + 2.6 GW Offshore,Grandfathering,IE wind priority,15,48.56547259417,46.70187162416,0,1.86360097000999,0,1.86360097000999
H2,H2 & K,lodgewood,2035,66% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,72.666594,85.07877492118,69.8799446649091,13.50713609507,0.624433248139908,1.0672609130609,15.1988302562708
E,"E,F & I",tralee,2030,33% ECP + 2.6 GW Offshore,Grandfathering,IE Solar not priority,45.0666315,52.76446282656,39.3596522369868,10.32676717745,0.997629814839996,2.08041359728319,13.4048105895731
E,"E,F & I",tralee,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE wind priority,15,48.56547259417,46.67891886444,0,1.88655372972999,0,1.88655372972999
H2,H2 & K,lodgewood,2035,66% ECP,Grandfathering,IE Solar not priority,72.666594,85.07877492118,67.6498455040653,13.50713609507,0.624433248139908,3.29736007390466,17.4289294171146
E,"E,F & I",tralee,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE Solar not priority,45.0666315,52.76446282656,38.0911351387597,12.0102048428899,1.12162573073,1.54149711418031,14.6733276878003
E,"E,F & I",tralee,2030,33% ECP Maintenance Sensitivity,Grandfathering,IE wind priority,15,48.56547259417,47.11078148756,0,1.45469110660999,0,1.45469110660999
E,"E,F & I",tralee,2030,33% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,45.0666315,52.76446282656,43.0010566714571,7.31113599831999,0.980816272460003,1.47145388432285,9.76340615510285
E,"E,F & I",tralee,2030,100% ECP,Grandfathering,IE wind priority,15,48.56547259417,46.78466827869,0,1.78080431547999,0,1.78080431547999
H2,H2 & K,lodgewood,2030,100% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,109,127.61829,84.1931184353031,40.50031227771,2.80123411082999,0.123625176156853,43.4251715646968
E,"E,F & I",tralee,2030,100% ECP,Grandfathering,IE Solar not priority,115.4,135.111474,86.9230898289864,42.8783122647498,2.96571024206011,2.34436166420357,48.1883841710135
E,"E,F & I",tralee,2030,100% ECP Maintenance Sensitivity,Grandfathering,IE wind priority,15,48.56547259417,46.78466827869,0,1.78080431547999,0,1.78080431547999
